word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree,cosine_distance_camembert,cosine_similarity_camembert,cosine_distance_dalembert,cosine_similarity_dalembert
modéré,1720-1730,1780-1789,0.875055,0.124945,70,778,,0.013319,0.986681,,
déposition,1710-1720,1780-1789,0.87476,0.12524,64,383,,0.022168,0.977832,,
multiplication,1730-1740,1770-1780,0.874451,0.125549,83,865,,,,,
youtre,1700-1710,1730-1740,0.874381,0.125619,84,71,,0.007345,0.992655,,
ifle,1710-1720,1730-1740,0.874292,0.125708,136,276,,,,,
lad,1720-1730,1789-1802,0.873681,0.126319,353,213,,,,,
parquet,1740-1750,1750-1760,0.873467,0.126533,112,341,,0.025465,0.974535,,
l'entretenir,1710-1720,1720-1730,0.873152,0.126848,87,91,,,,,
l'ou,1700-1710,1750-1760,0.872856,0.127144,74,545,,,,,
contredits,1710-1720,1789-1802,0.87259,0.12741,499,63,,,,,
gie,1730-1740,1770-1780,0.872505,0.127495,110,247,,0.010982,0.989018,,
tere,1710-1720,1780-1789,0.872431,0.127569,138,582,,0.019366,0.980634,,
d'abord,1710-1720,1750-1760,0.872422,0.127578,3288,7387,,,,,
ainii,1700-1710,1730-1740,0.872266,0.127734,104,110,,0.017632,0.982368,,
étroitement,1750-1760,1789-1802,0.872129,0.127871,306,400,,0.011878,0.988122,,
cointe,1710-1720,1730-1740,0.871957,0.128043,75,77,,0.010193,0.989807,,
l'excès,1760-1770,1770-1780,0.871504,0.128496,1421,2061,,,,,
peller,1710-1720,1789-1802,0.870737,0.129263,57,108,,0.022416,0.977584,,
peril,1700-1710,1770-1780,0.870603,0.129397,203,77,,,,,
d'ex,1710-1720,1720-1730,0.870173,0.129827,65,83,,,,,
auii,1710-1720,1740-1750,0.870099,0.129901,74,148,,0.01502,0.98498,,
xil,1710-1720,1730-1740,0.870063,0.129937,65,110,,0.014662,0.985338,,
qu'a,1700-1710,1730-1740,0.869724,0.130276,777,1269,,,,,
fies,1700-1710,1770-1780,0.869682,0.130318,146,318,,,,,
aucunement,1730-1740,1750-1760,0.869641,0.130359,169,242,,0.013809,0.986191,,
appeliez,1710-1720,1770-1780,0.869386,0.130614,225,109,,,,,
seur,1700-1710,1789-1802,0.869318,0.130682,91,257,,,,,
opposez,1700-1710,1760-1770,0.86921,0.13079,116,74,,,,,
l'excellence,1740-1750,1750-1760,0.869108,0.130892,196,269,,,,,
touchez,1700-1710,1760-1770,0.86909,0.13091,100,59,,,,,
fonts,1780-1789,1789-1802,0.868969,0.131031,253,59,,,,,
future,1730-1740,1770-1780,0.868872,0.131128,213,658,,0.009642,0.990358,,
quela,1700-1710,1750-1760,0.868684,0.131316,101,147,,,,,
traitant,1700-1710,1720-1730,0.868331,0.131669,109,138,,0.008997,0.991003,,
d'effet,1740-1750,1750-1760,0.868275,0.131725,155,216,,,,,
menez,1700-1710,1760-1770,0.868125,0.131875,81,56,,0.028547,0.971453,,
eve,1730-1740,1760-1770,0.867705,0.132295,84,274,,,,,
mores,1740-1750,1750-1760,0.867618,0.132382,938,151,,0.047043,0.952957,,
vers,1730-1740,1770-1780,0.8676,0.1324,16132,31776,,,,,
l'ap,1710-1720,1789-1802,0.867484,0.132516,101,504,,,,,
repete,1720-1730,1750-1760,0.867381,0.132619,102,100,,0.016039,0.983961,,
l'opposition,1700-1710,1789-1802,0.86732,0.13268,74,735,,,,,
jusqu'ici,1750-1760,1770-1780,0.867107,0.132893,915,1911,,,,,
rele,1710-1720,1750-1760,0.866953,0.133047,92,130,,0.015586,0.984414,,
charte,1770-1780,1789-1802,0.866916,0.133084,535,483,,0.008905,0.991095,,
neutralité,1730-1740,1780-1789,0.866827,0.133173,119,446,,0.012763,0.987237,,
encre,1710-1720,1730-1740,0.866298,0.133702,154,69,,0.019639,0.980361,,
refuite,1740-1750,1789-1802,0.866037,0.133963,95,147,,,,,
trille,1720-1730,1770-1780,0.865847,0.134153,108,303,,0.021147,0.978853,,
l'ac,1710-1720,1730-1740,0.865715,0.134285,134,195,,,,,
villa,1740-1750,1760-1770,0.865503,0.134497,851,362,,0.038038,0.961962,,
tranquile,1780-1789,1789-1802,0.865316,0.134684,205,154,,0.017534,0.982466,,
phe,1710-1720,1730-1740,0.865297,0.134703,167,157,,0.013503,0.986497,,
bra,1710-1720,1770-1780,0.864707,0.135293,151,253,,0.009411,0.990589,,
manier,1730-1740,1750-1760,0.864528,0.135472,209,284,,0.011049,0.988951,,
taux,1700-1710,1780-1789,0.864444,0.135556,88,2026,,0.110465,0.889535,,
esti,1710-1720,1720-1730,0.864065,0.135935,81,68,,0.011603,0.988397,,
titube,1700-1710,1789-1802,0.863317,0.136683,63,345,,0.013397,0.986603,,
coupa,1750-1760,1760-1770,0.863219,0.136781,185,215,,0.008041,0.991959,,
chai,1700-1710,1750-1760,0.863006,0.136994,62,156,,0.009063,0.990937,,
foret,1710-1720,1789-1802,0.862931,0.137069,75,261,,0.058648,0.941352,,
d'âge,1750-1760,1770-1780,0.862805,0.137195,145,292,,,,,
peupler,1740-1750,1789-1802,0.862662,0.137338,174,196,,0.024852,0.975148,,
pouf,1740-1750,1789-1802,0.862646,0.137354,155,297,,0.009178,0.990822,,
d'ordre,1700-1710,1710-1720,0.862415,0.137585,138,373,,,,,
just,1730-1740,1789-1802,0.862334,0.137666,73,528,,0.072631,0.927369,,
superieur,1720-1730,1770-1780,0.862333,0.137667,443,93,,,,,
sembla,1720-1730,1760-1770,0.862308,0.137692,149,390,,0.007342,0.992658,,
resolution,1760-1770,1789-1802,0.862213,0.137787,84,157,,,,,
sale,1720-1730,1780-1789,0.86219,0.13781,465,369,,,,,
l'âge,1710-1720,1750-1760,0.862151,0.137849,623,1934,,,,,
