period,genre_brut,macro_genre,filename,title,author,n_words,output_path
1760-1770,Économie,Économie,modern_goldsmith_19010227s00100.tei,,author_10704,2149,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010227s00100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010228s00800.tei,,author_10717,1090,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010228s00800.txt
1760-1770,Économie,Économie,modern_goldsmith_19010228s01300.tei,,author_10726,2864,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010228s01300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010228s01900.tei,,"Charles-Léopold Andreu Bilistein (baron de, 1724-1801?)",19284,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010228s01900.txt
1760-1770,Philosophie,Philosophie,modern_goldsmith_19010228s02000.tei,,Hans Caspar Hirzel (1725-1803),34961,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Philosophie/modern_goldsmith_19010228s02000.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010232s00700.tei,,author_05052,270761,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010232s00700.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010233s00200.tei,,"La Lande, Jérôme de (1732-1807)",22867,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010233s00200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010233s00900.tei,,"Fréminville, Edme de La Poix de (1683-1773)",81503,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010233s00900.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010235s00300.tei,,Guyot de Fontaine,7140,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010235s00300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010236s00600.tei,,author_10749,1288,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010236s00600.txt
1760-1770,Jurisprudence,Jurisprudence,modern_goldsmith_19010236s00700.tei,,François Bigot (1703-1778),292258,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Jurisprudence/modern_goldsmith_19010236s00700.txt
1760-1770,Belles-Lettres,Belles-Lettres,modern_goldsmith_19010236s01000.tei,,"Lachesnaye, sieur",18782,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Belles-Lettres/modern_goldsmith_19010236s01000.txt
1760-1770,Économie,Économie,modern_goldsmith_19010236s01100.tei,,"Moreau, Jacob-Nicolas (1717-1804)",9543,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010236s01100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010239s00400.tei,,"Le Trosne, Guillaume-François (1728-1780)",19004,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010239s00400.txt
1760-1770,Économie,Économie,modern_goldsmith_19010242s00200.tei,,author_04720,108994,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010242s00200.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010242s01000.tei,,"La Lande, Jérôme de (1732-1807)",21555,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010242s01000.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010242s01100.tei,,"Nollet, Jean-Antoine (1700 -1770)",42975,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010242s01100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010242s01300.tei,,"Le Trosne, Guillaume-François (1728-1780)",26268,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010242s01300.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010244s00701.tei,,"Hérissant, Louis-Théodore (1743-1811)",74127,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010244s00701.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010244s00702.tei,,"Hérissant, Louis-Théodore (1743-1811)",72407,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010244s00702.txt
1760-1770,Économie,Économie,modern_goldsmith_19010244s00900.tei,,author_04564,47512,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010244s00900.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010245s00200.tei,,Henri-Louis Duhamel Du Monceau (1700-1782),4617,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010245s00200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010247s00100.tei,,author_10811,9321,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010247s00100.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010247s02200.tei,,"Garsault, François-Alexandre-Pierre de (1693-1778)",22616,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010247s02200.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010247s02300.tei,,"La Lande, Jérôme de (1732-1807)",29707,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010247s02300.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010248s00100.tei,,"Malouin, Paul-Jacques (1701-1778)",178974,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010248s00100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010248s00400.tei,,"Bernard de Vallabrègue, Israël",11785,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010248s00400.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010252s00300.tei,,Henri-Louis Duhamel Du Monceau (1700-1782),15015,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010252s00300.txt
1760-1770,Belles-Lettres,Belles-Lettres,modern_goldsmith_19010255s00103.tei,,Jacob Friedrich von Bielfeld (1717-1770),218151,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Belles-Lettres/modern_goldsmith_19010255s00103.txt
1760-1770,Économie,Économie,modern_goldsmith_19010255s00300.tei,,André-François Boureau-Deslandes (1690-1757),54728,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010255s00300.txt
1760-1770,Belles-Lettres,Belles-Lettres,modern_goldsmith_19010256s00100.tei,,Paul-Antoine Menc (1716-1...),16520,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Belles-Lettres/modern_goldsmith_19010256s00100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010257s00300.tei,,Louis-Joseph Bellepierre de Neuve-Église (1727-17..?),8716,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010257s00300.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010257s00500.tei,,"Garsault, François-Alexandre-Pierre de (1693-1778)",24509,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010257s00500.txt
1760-1770,Belles-Lettres,Belles-Lettres,modern_goldsmith_19010257s01000.tei,,John Dickinson (1732-1808),45498,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Belles-Lettres/modern_goldsmith_19010257s01000.txt
1760-1770,Économie,Économie,modern_goldsmith_19010257s01300.tei,,"Knox, William (1732-1810)",32705,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010257s01300.txt
1760-1770,Philosophie,Philosophie,modern_goldsmith_19010277s00602.tei,,Hans Caspar Hirzel (1725-1803),51780,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Philosophie/modern_goldsmith_19010277s00602.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010302s00101.tei,,François-Jean de Chastellux (1734-1788),71988,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010302s00101.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010302s00102.tei,,François-Jean de Chastellux (1734-1788),66194,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010302s00102.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010309s02100.tei,,"Jean-Vincent Euzenou Kersalaun (comte de, 1753-1823)",7872,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010309s02100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010356500100.tei,,author_10841,242247,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010356500100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010356500200.tei,,author_10831,522067,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010356500200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010356500300.tei,,author_10815,568624,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010356500300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010356500400.tei,,author_10800,549007,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010356500400.txt
1760-1770,Économie,Économie,modern_goldsmith_19010360800100.tei,,author_10735,82704,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010360800100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010365104000.tei,,author_10827,62653,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010365104000.txt
1760-1770,Économie,Économie,modern_goldsmith_19010365104100.tei,,author_10745,57412,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010365104100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010365s01400.tei,,author_10793,8242,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010365s01400.txt
1760-1770,Jurisprudence,Jurisprudence,modern_goldsmith_19010365s01500.tei,,author_10713,7953,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Jurisprudence/modern_goldsmith_19010365s01500.txt
1760-1770,Jurisprudence,Jurisprudence,modern_goldsmith_19010365s01600.tei,,author_10715,1579,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Jurisprudence/modern_goldsmith_19010365s01600.txt
1760-1770,Mathématique,Arts et métiers,modern_goldsmith_19010366s00100.tei,,"Ouvrier Delile, Jean-Claude (17..?-1807)",40677,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010366s00100.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010366s00200.tei,,"Chevrier, François-Antoine (1721-1762)",37595,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010366s00200.txt
1760-1770,Jurisprudence,Jurisprudence,modern_goldsmith_19010366s00500.tei,,author_10736,69336,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Jurisprudence/modern_goldsmith_19010366s00500.txt
1760-1770,Économie,Économie,modern_goldsmith_19010366s00600.tei,,Charles Duclos (1704-1772),46808,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010366s00600.txt
1760-1770,Économie,Économie,modern_goldsmith_19010366s00700.tei,,author_10754,1696,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010366s00700.txt
1760-1770,Économie,Économie,modern_goldsmith_19010366s00800.tei,,author_10762,1791,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010366s00800.txt
1760-1770,Économie,Économie,modern_goldsmith_19010366s00900.tei,,author_10769,4286,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010366s00900.txt
1760-1770,Jurisprudence,Jurisprudence,modern_goldsmith_19010366s01000.tei,,author_10763,5729,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Jurisprudence/modern_goldsmith_19010366s01000.txt
1760-1770,Économie,Économie,modern_goldsmith_19010366s01100.tei,,author_10768,17403,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010366s01100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010366s01300.tei,,author_10712,3191,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010366s01300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010366s01400.tei,,author_10798,3234,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010366s01400.txt
1760-1770,Économie,Économie,modern_goldsmith_19010366s01500.tei,,author_10788,2634,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010366s01500.txt
1760-1770,Économie,Économie,modern_goldsmith_19010366s01600.tei,,author_10219,43079,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010366s01600.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010366s01700.tei,,Simon-Nicolas-Henri Linguet (1736-1794),18616,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010366s01700.txt
1760-1770,Économie,Économie,modern_goldsmith_19010367s00100.tei,,Nicolas Baudeau (1730-1792?),65978,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010367s00100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010367s00200.tei,,Claude François-Joseph d' Auxiron (1728-1778),10237,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010367s00200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010367s00501.tei,,Jean de Serres (1540?-1598),85188,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010367s00501.txt
1760-1770,Économie,Économie,modern_goldsmith_19010367s00502.tei,,Jean de Serres (1540?-1598),62806,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010367s00502.txt
1760-1770,Économie,Économie,modern_goldsmith_19010367s00503.tei,,Jean de Serres (1540?-1598),37718,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010367s00503.txt
1760-1770,Économie,Économie,modern_goldsmith_19010367s00700.tei,,author_10822,2606,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010367s00700.txt
1760-1770,Belles-Lettres,Belles-Lettres,modern_goldsmith_19010367s00800.tei,,"Marchand, Jean-Henri (17..-1785)",23236,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Belles-Lettres/modern_goldsmith_19010367s00800.txt
1760-1770,Économie,Économie,modern_goldsmith_19010368s00700.tei,,Edme Beguillet (17..-1786),7416,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010368s00700.txt
