period,genre_brut,macro_genre,filename,title,author,n_words,output_path
1760-1770,Jurisprudence,Jurisprudence,modern_goldsmith_19010090500600.tei,,author_10853,1962,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Jurisprudence/modern_goldsmith_19010090500600.txt
1760-1770,Belles-Lettres,Belles-Lettres,modern_goldsmith_19010090500700.tei,,"Latour, Charles Jean Baptiste Des Galois de",1311,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Belles-Lettres/modern_goldsmith_19010090500700.txt
1760-1770,Correspondances,Belles-Lettres,modern_goldsmith_19010090500900.tei,,author_10845,7002,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Belles-Lettres/modern_goldsmith_19010090500900.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090501000.tei,,"Victor Riqueti Mirabeau (marquis de, 1715-1789)",45554,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090501000.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090501100.tei,,"Forbonnais, François Véron Duverger de (1722-1800)",17995,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090501100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090501200.tei,,Louis-Paul Abeille (1719-1807),8334,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090501200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090600300.tei,,"Le Trosne, Guillaume-François (1728-1780)",24197,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090600300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090600400.tei,,de Cerfvol,14138,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090600400.txt
1760-1770,Histoire naturelle,Histoire naturelle,modern_goldsmith_19010090600500.tei,,"Du Perron (auteur d'ouvrages sur la fabrication de la soie, 17..-17..?)",7153,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire naturelle/modern_goldsmith_19010090600500.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090700200.tei,,"Michel-Ferdinand d' Albert d'Ailly (duc de Chaulnes, 1714-1769)",7652,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090700200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090700300.tei,,"Michel-Ferdinand d' Albert d'Ailly (duc de Chaulnes, 1714-1769)",20113,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090700300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090701101.tei,,Jacques Accarias de Sérionne (1706-1792),53172,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090701101.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090701102.tei,,Jacques Accarias de Sérionne (1706-1792),48376,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090701102.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090701103.tei,,Jacques Accarias de Sérionne (1706-1792),44532,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090701103.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010090800200.tei,,Jean-Baptiste-Nicolas-Denis d' Après de Mannevillette (1707-1780),19046,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010090800200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090900100.tei,,"Palomba, Ignace (1720?-1801)",154862,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090900100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090900400.tei,,Nicolas Baudeau (1730-1792?),16643,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090900400.txt
1760-1770,Économie,Économie,modern_goldsmith_19010090900600.tei,,Nicolas Baudeau (1730-1792?),6296,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010090900600.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091000600.tei,,author_10851,5716,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091000600.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010091000700.tei,,Muchembled,11566,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010091000700.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091001200.tei,,Pierre Joseph André Roubaud (1730-1792),24243,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091001200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091100100.tei,,Nicolas Baudeau (1730-1792?),27321,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091100100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091100700.tei,,"Guérineau de Saint-Péravi, Jean-Nicolas-Marcellin (1735-1789)",45288,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091100700.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091101300.tei,,Thomas Whately (1726-1772),81805,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091101300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091101401.tei,,"Moreau de Beaumont, Jean Louis",96153,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091101401.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091200102.tei,,"Moreau de Beaumont, Jean Louis",108622,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091200102.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091200103.tei,,"Moreau de Beaumont, Jean Louis",129197,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091200103.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091200104.tei,,"Moreau de Beaumont, Jean Louis",147829,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091200104.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091200400.tei,,author_10852,36724,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091200400.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091400800.tei,,Louis-Pierre Daudet (1692-17..),44434,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091400800.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091500800.tei,,"Gerdil, Giacinto Sigismondo (1718-1802)",17723,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091500800.txt
1760-1770,Belles-Lettres,Belles-Lettres,modern_goldsmith_19010091700500.tei,,author_06274,30390,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Belles-Lettres/modern_goldsmith_19010091700500.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091700800.tei,,Sébastien-Roch-Nicolas de Chamfort (1741?-1794),5681,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091700800.txt
1760-1770,Économie,Économie,modern_goldsmith_19010091900400.tei,,"Morellet, André (1727-1819)",90909,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010091900400.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092000201.tei,,"Victor Riqueti Mirabeau (marquis de, 1715-1789)",51809,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092000201.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092000202.tei,,"Victor Riqueti Mirabeau (marquis de, 1715-1789)",61434,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092000202.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092000203.tei,,"Victor Riqueti Mirabeau (marquis de, 1715-1789)",76518,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092000203.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092000204.tei,,"Victor Riqueti Mirabeau (marquis de, 1715-1789)",86152,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092000204.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092200200.tei,,Froger (curé de Mayet diocèse du Mans),55782,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092200200.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010092200300.tei,,"Justi, Johann Heinrich Gottlob von (1717-1771)",36651,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010092200300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092200700.tei,,Jean-François de Vauvilliers (1737-1801),28338,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092200700.txt
1760-1770,Histoire naturelle,Histoire naturelle,modern_goldsmith_19010092300200.tei,,Louis-Antoine de Caraccioli (1719-1803),37531,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire naturelle/modern_goldsmith_19010092300200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092400700.tei,,author_10865,6847,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092400700.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092401100.tei,,Beardé de l Abbaye,10126,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092401100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092500201.tei,,Henri-Louis Duhamel Du Monceau (1700-1782),63472,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092500201.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092500202.tei,,Henri-Louis Duhamel Du Monceau (1700-1782),53551,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092500202.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092500203.tei,,Henri-Louis Duhamel Du Monceau (1700-1782),102124,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092500203.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092500204.tei,,Henri-Louis Duhamel Du Monceau (1700-1782),116046,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092500204.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092600105.tei,,Henri-Louis Duhamel Du Monceau (1700-1782),233141,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092600105.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092600106.tei,,Henri-Louis Duhamel Du Monceau (1700-1782),50430,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092600106.txt
1760-1770,Histoire naturelle,Histoire naturelle,modern_goldsmith_19010092600301.tei,,"Massé, Jean (17..-.... ; avocat au Parlement)",94928,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire naturelle/modern_goldsmith_19010092600301.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092700200.tei,,Mathurin Roze de Chantoiseau,120215,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092700200.txt
1760-1770,Histoire naturelle,Histoire naturelle,modern_goldsmith_19010092700300.tei,,"Sieuve, Lazare",16200,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire naturelle/modern_goldsmith_19010092700300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092700700.tei,,author_04670,19527,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092700700.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092700900.tei,,author_10871,12664,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092700900.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092701000.tei,,"Nougaret, Pierre-Jean-Baptiste (1742-1823)",2164,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092701000.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092800100.tei,,author_10875,18931,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092800100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092800200.tei,,Pierre Joseph André Roubaud (1730-1792),89895,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092800200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010092800300.tei,,author_10854,26009,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010092800300.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010092900201.tei,,André Jacob Roubo (1739-1791),75577,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010092900201.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010092900202.tei,,André Jacob Roubo (1739-1791),157616,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010092900202.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010092900203.tei,,André Jacob Roubo (1739-1791),75759,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010092900203.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010093000104.tei,,André Jacob Roubo (1739-1791),84130,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010093000104.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010093000105.tei,,André Jacob Roubo (1739-1791),139901,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010093000105.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010093000106.tei,,André Jacob Roubo (1739-1791),149945,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010093000106.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093100100.tei,,author_04319,75000,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093100100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093100300.tei,,Pierre-Samuel Dupont de Nemours (1739-1817),39969,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093100300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093100700.tei,,"Morellet, André (1727-1819)",51379,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093100700.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093200200.tei,,"Morellet, André (1727-1819)",63850,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093200200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093200400.tei,,Claude François-Joseph d' Auxiron (1728-1778),10741,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093200400.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093200500.tei,,"Brancas, Louis-Léon-Félicité (1733-1824 ; duc de)",23348,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093200500.txt
1760-1770,Belles-Lettres,Belles-Lettres,modern_goldsmith_19010093200800.tei,,author_10859,9661,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Belles-Lettres/modern_goldsmith_19010093200800.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093200900.tei,,author_10860,4907,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093200900.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093300100.tei,,"Necker, Jacques (1732-1804)",14000,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093300100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093300200.tei,,author_10873,807,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093300200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093301000.tei,,author_10856,7674,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093301000.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093301400.tei,,Paul Boesnier de L'Orme (1724-1793),19562,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093301400.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093400600.tei,,Jean-Baptiste-Bertrand Durban (1732-1809),24929,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093400600.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093401000.tei,,author_10858,1925,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093401000.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093500100.tei,,Paul François Pihan de La Forest (1739-1810),49014,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093500100.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093601000.tei,,Mathieu Tillet (1714-1791),12111,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093601000.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093601600.tei,,Joseph de La Porte (1714-1779),30701,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093601600.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093700300.tei,,author_10877,25905,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093700300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010093800300.tei,,author_10876,2239,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010093800300.txt
1760-1770,Philosophie,Philosophie,modern_goldsmith_19010093800400.tei,,Joseph-Michel-Antoine Servan (1737-1807),12906,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Philosophie/modern_goldsmith_19010093800400.txt
1760-1770,Philosophie,Philosophie,modern_goldsmith_19010093801200.tei,,"Gerdil, Giacinto Sigismondo (1718-1802)",43563,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Philosophie/modern_goldsmith_19010093801200.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010095501200.tei,,de Beauvais-Raseau (17..-17..),51490,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010095501200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010096001200.tei,,Joachim Faiguet de Villeneuve (1703-1780),30302,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010096001200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010096001400.tei,,Lefebvre de La Bellande,333197,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010096001400.txt
1760-1770,Arts et métiers,Arts et métiers,modern_goldsmith_19010102700400.tei,,Jacques-François Demachy (1728-1803),91690,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Arts et métiers/modern_goldsmith_19010102700400.txt
1760-1770,Économie,Économie,modern_goldsmith_19010103302500.tei,,"Pothier, Robert-Joseph (1699-1772)",108557,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010103302500.txt
1760-1770,Économie,Économie,modern_goldsmith_19010107401300.tei,,Jean-Antoine-Nicolas de Caritat marquis de Condorcet (1743-1794),3406,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010107401300.txt
1760-1770,Économie,Économie,modern_goldsmith_19010110200200.tei,,"Victor Riqueti Mirabeau (marquis de, 1715-1789)",58552,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010110200200.txt
1760-1770,Économie,Économie,modern_goldsmith_19010137100400.tei,,Anne-Robert-Jacques Turgot (1727-1781),22860,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010137100400.txt
1760-1770,Économie,Économie,modern_goldsmith_19010140400101.tei,,James Steuart (1712-1780),89562,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010140400101.txt
1760-1770,Économie,Économie,modern_goldsmith_19010140400102.tei,,James Steuart (1712-1780),92807,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010140400102.txt
1760-1770,Économie,Économie,modern_goldsmith_19010140400103.tei,,James Steuart (1712-1780),89365,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010140400103.txt
1760-1770,Économie,Économie,modern_goldsmith_19010140400104.tei,,James Steuart (1712-1780),82423,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010140400104.txt
1760-1770,Économie,Économie,modern_goldsmith_19010140400105.tei,,James Steuart (1712-1780),100464,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010140400105.txt
1760-1770,Économie,Économie,modern_goldsmith_19010145701200.tei,,Anne-Robert-Jacques Turgot (1727-1781),12113,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Économie/modern_goldsmith_19010145701200.txt
1760-1770,Jurisprudence,Jurisprudence,modern_goldsmith_19010160700500.tei,,Cesare Beccaria (1738-1794),50790,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Jurisprudence/modern_goldsmith_19010160700500.txt
1760-1770,Histoire,Histoire,modern_goldsmith_19010225s00600.tei,,Charles-François Tiphaigne de La Roche (1722-1774),56137,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire/modern_goldsmith_19010225s00600.txt
1760-1770,Histoire naturelle,Histoire naturelle,modern_goldsmith_19010225s01000.tei,,"Turbilly, Louis-François-Henry de Menon (1717-1776 ; marquis de)",45684,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1760-1770/Histoire naturelle/modern_goldsmith_19010225s01000.txt
