word,drift_global,drift_moyen
réjouit,0.3527,0.2990
convenir,0.3527,0.3039
branche,0.3527,0.2453
immoler,0.3527,0.2758
eue,0.3526,0.2433
aprs,0.3526,0.3561
primo,0.3526,0.3072
lesquelles,0.3525,0.3323
ego,0.3525,0.3631
poulie,0.3525,0.4015
rejettent,0.3525,0.4648
hôtes,0.3525,0.4663
tenait,0.3524,0.4107
foiblesses,0.3524,0.2405
ira,0.3524,0.2822
uv,0.3524,0.3660
article,0.3523,0.3783
vs,0.3523,0.4344
dettes,0.3523,0.3612
entr'elles,0.3522,0.2430
prient,0.3522,0.4001
facon,0.3522,0.3276
chaudes,0.3521,0.3173
historiens,0.3520,0.3062
pouces,0.3520,0.2989
auteurs,0.3519,0.2668
police,0.3519,0.3230
way,0.3519,0.4366
grand,0.3519,0.3795
sortifier,0.3519,0.2817
crt,0.3518,0.3985
fleurs,0.3518,0.3275
donnée,0.3518,0.3185
bs,0.3517,0.3794
renverse,0.3517,0.2739
grecque,0.3517,0.3489
irons,0.3516,0.3384
poires,0.3516,0.3064
li,0.3516,0.3442
imprudence,0.3516,0.2452
suiffé,0.3516,0.4103
lifant,0.3515,0.2973
réduits,0.3515,0.2313
fidélité,0.3515,0.2261
perfection,0.3515,0.2273
snt,0.3515,0.4637
acquise,0.3515,0.2508
n'é,0.3515,0.3297
ip,0.3514,0.3405
prévenir,0.3514,0.3418
fem,0.3514,0.3240
illi,0.3513,0.2868
incommodité,0.3513,0.3396
portoit,0.3513,0.3420
d'arbres,0.3513,0.3795
ru,0.3512,0.3976
épouvantable,0.3512,0.3718
barons,0.3511,0.3315
bottes,0.3511,0.3395
histoire,0.3510,0.3553
recourir,0.3510,0.2416
fauroient,0.3510,0.2660
privilèges,0.3509,0.2667
ev,0.3509,0.3790
fausseté,0.3508,0.2499
d'exercer,0.3508,0.2764
catilina,0.3508,0.4313
soir,0.3508,0.4014
l'étoit,0.3508,0.3335
faciles,0.3507,0.3494
gouverné,0.3507,0.2476
convaincu,0.3507,0.3375
mériter,0.3507,0.2231
cadette,0.3506,0.4018
veur,0.3506,0.2571
expéditions,0.3505,0.2573
descendans,0.3505,0.3187
attaque,0.3505,0.2929
mouchoir,0.3505,0.3594
milan,0.3505,0.4558
quelle,0.3504,0.3354
emportée,0.3504,0.3194
qu,0.3503,0.2733
ignorent,0.3502,0.3563
rts,0.3502,0.3846
apologie,0.3502,0.2617
nécessité,0.3501,0.2096
quotient,0.3501,0.3647
date,0.3500,0.3863
j'allois,0.3499,0.3176
village,0.3499,0.3449
voyent,0.3499,0.3209
raconter,0.3499,0.4568
siège,0.3498,0.3192
viande,0.3498,0.3485
immeubles,0.3498,0.3540
aifé,0.3498,0.3133
condamne,0.3497,0.2640
fêtes,0.3497,0.3238
régles,0.3497,0.3070
pigeons,0.3496,0.3402
maniére,0.3496,0.2681
cetre,0.3496,0.3293
pars,0.3495,0.3838
isles,0.3495,0.3373
ressent,0.3495,0.2562
voudrez,0.3494,0.3839
envoyée,0.3494,0.3590
métaux,0.3494,0.2395
yr,0.3494,0.3581
courut,0.3494,0.3499
tourna,0.3494,0.3797
ligue,0.3493,0.2846
jardin,0.3493,0.3700
divisions,0.3492,0.2938
fiur,0.3492,0.3082
as,0.3492,0.3022
tyrannie,0.3492,0.2570
d'ardeur,0.3492,0.3275
apperçoit,0.3491,0.2000
galanteries,0.3491,0.3306
particulièrement,0.3491,0.3546
carrosse,0.3490,0.3134
cl,0.3490,0.2874
mouvements,0.3490,0.3253
fenêtres,0.3490,0.4596
employée,0.3489,0.2414
troncs,0.3489,0.3192
adorable,0.3488,0.2916
union,0.3488,0.3281
contribuent,0.3488,0.3504
iii,0.3487,0.3381
greniers,0.3487,0.3472
savoye,0.3487,0.3858
indigne,0.3487,0.3851
fides,0.3487,0.3516
plumes,0.3486,0.3824
soyons,0.3486,0.3073
marguerite,0.3484,0.2863
agneaux,0.3484,0.3705
certa,0.3484,0.2872
caprices,0.3484,0.1984
favoris,0.3483,0.3736
peux,0.3483,0.2995
péril,0.3482,0.2927
couvertures,0.3482,0.3424
ej,0.3481,0.3738
oeufs,0.3481,0.4302
mettre,0.3481,0.3123
amsterdam,0.3481,0.4024
tt,0.3481,0.4067
ig,0.3481,0.3592
lce,0.3480,0.4026
jugeront,0.3480,0.3157
bourgs,0.3480,0.3917
notaires,0.3480,0.3584
mélancolie,0.3479,0.2739
iroient,0.3479,0.3665
métier,0.3479,0.2621
prairie,0.3478,0.4249
mn,0.3478,0.3240
nerfs,0.3478,0.3491
vinrent,0.3478,0.3095
iq,0.3478,0.3343
souverains,0.3477,0.3561
tens,0.3477,0.2861
folies,0.3477,0.2735
hyver,0.3477,0.2947
opérations,0.3477,0.1861
draps,0.3476,0.3748
fallu,0.3476,0.2797
gestes,0.3476,0.2616
signifie,0.3474,0.3066
tai,0.3473,0.4282
noient,0.3473,0.3043
dl,0.3473,0.3358
duchesse,0.3472,0.3142
loi,0.3472,0.2045
then,0.3472,0.2890
recevoient,0.3472,0.2206
cruelle,0.3470,0.3635
abandonnée,0.3470,0.2602
rue,0.3469,0.3274
cnt,0.3469,0.2914
cents,0.3469,0.3343
them,0.3468,0.3521
collège,0.3468,0.3649
oir,0.3468,0.3398
cheveux,0.3467,0.3824
commodité,0.3467,0.2500
xxxi,0.3466,0.3846
protestations,0.3466,0.2307
ue,0.3466,0.3026
connaissez,0.3465,0.3491
froides,0.3465,0.2822
arrose,0.3464,0.2925
efr,0.3464,0.2837
miennes,0.3464,0.2477
couleurs,0.3464,0.3437
qli,0.3462,0.3693
icr,0.3462,0.3132
payée,0.3461,0.3746
platon,0.3460,0.3466
validité,0.3460,0.2878
détermine,0.3460,0.2475
apportent,0.3459,0.3234
dt,0.3459,0.3285
puifle,0.3459,0.2965
conférences,0.3459,0.2911
péché,0.3459,0.3063
soumis,0.3458,0.2189
reçut,0.3458,0.3283
humide,0.3457,0.3580
considence,0.3457,0.3385
dès,0.3457,0.2907
scc,0.3457,0.4896
désirs,0.3457,0.3788
horreurs,0.3456,0.1808
ut,0.3456,0.4056
déférence,0.3455,0.3242
felix,0.3455,0.4365
comédies,0.3454,0.2621
écrite,0.3454,0.3312
jaloufie,0.3454,0.2546
lle,0.3454,0.3490
rendroit,0.3453,0.3425
payées,0.3453,0.4086
rubans,0.3453,0.3183
animal,0.3452,0.4100
confirmé,0.3452,0.3231
divisée,0.3452,0.2042
derniere,0.3451,0.2744
manteau,0.3450,0.3165
épaisse,0.3450,0.3781
voyait,0.3450,0.3579
prétexte,0.3448,0.3607
poème,0.3448,0.3424
règne,0.3448,0.3353
caractères,0.3448,0.3515
laissai,0.3447,0.3330
magasin,0.3447,0.3490
d'ennemis,0.3447,0.2334
envoyé,0.3446,0.3578
diverses,0.3446,0.2590
poëtes,0.3446,0.3141
alarmes,0.3446,0.2070
confusion,0.3445,0.2425
saint,0.3445,0.3251
rd,0.3445,0.3269
hymen,0.3445,0.3459
vains,0.3444,0.2597
durée,0.3444,0.2434
sollicitations,0.3444,0.2655
colonne,0.3444,0.3686
convenus,0.3443,0.2573
marquise,0.3443,0.2955
citron,0.3443,0.4310
chose,0.3443,0.3087
ile,0.3443,0.3785
gendre,0.3442,0.3241
aucunes,0.3442,0.3408
yous,0.3442,0.3175
profits,0.3441,0.3842
ds,0.3441,0.3065
laissez,0.3441,0.3762
maître,0.3441,0.3077
toises,0.3441,0.3491
repliqua,0.3441,0.3288
immuable,0.3440,0.3015
nord,0.3440,0.3584
canards,0.3439,0.3312
dce,0.3439,0.3377
ub,0.3439,0.3586
exposés,0.3439,0.2317
continuel,0.3438,0.2590
hil,0.3438,0.4211
leva,0.3438,0.3817
bourges,0.3438,0.3993
aurai,0.3438,0.2918
rené,0.3438,0.4000
racines,0.3437,0.2833
rivage,0.3437,0.3368
caves,0.3436,0.3371
l'autorité,0.3436,0.2436
trouvons,0.3436,0.3316
fatiguer,0.3435,0.3175
grain,0.3435,0.3978
appellez,0.3435,0.4571
licu,0.3432,0.3687
captivité,0.3432,0.2842
voulez,0.3431,0.3318
dévoué,0.3431,0.2959
rivages,0.3431,0.3295
concernant,0.3431,0.2388
demandait,0.3431,0.4004
immédiatement,0.3430,0.2770
xvii,0.3429,0.3151
envieux,0.3429,0.3364
portugais,0.3429,0.3335
croit,0.3429,0.2786
t'es,0.3429,0.3443
chagrins,0.3428,0.3361
mourra,0.3428,0.3574
langues,0.3427,0.3629
magistrats,0.3427,0.3294
colonel,0.3427,0.3368
jugea,0.3427,0.3491
prêt,0.3426,0.4299
ifle,0.3426,0.3986
ordonné,0.3426,0.4038
nf,0.3426,0.3480
couronner,0.3426,0.3074
édifices,0.3426,0.2781
amans,0.3426,0.3092
mamellé,0.3425,0.2273
renfermées,0.3425,0.2315
permettoit,0.3425,0.3023
cabanes,0.3425,0.2611
notes,0.3424,0.2776
ril,0.3424,0.3655
s'écria,0.3423,0.3853
plura,0.3423,0.2525
louer,0.3423,0.2764
rendra,0.3422,0.3002
quels,0.3422,0.3521
ei,0.3422,0.3080
xviii,0.3422,0.3062
inconnus,0.3422,0.2644
sortez,0.3422,0.3922
fevrier,0.3421,0.2563
protestans,0.3421,0.3900
déroger,0.3421,0.3964
repent,0.3421,0.3948
portons,0.3420,0.3860
trouvée,0.3419,0.3606
fondemens,0.3419,0.2585
francfort,0.3419,0.4602
contenue,0.3419,0.3277
mettoient,0.3419,0.2824
rn,0.3418,0.3249
vendoit,0.3418,0.2420
n'ignoroit,0.3418,0.3010
mette,0.3418,0.2689
bravoure,0.3417,0.2749
vc,0.3417,0.3412
industrie,0.3416,0.2091
frappe,0.3415,0.2227
cg,0.3415,0.3951
etiam,0.3415,0.3707
amant,0.3415,0.2970
iut,0.3415,0.4027
er,0.3415,0.2873
ciceron,0.3415,0.4218
dos,0.3414,0.2644
agitation,0.3414,0.1942
contenance,0.3414,0.2780
achetées,0.3414,0.3881
marcher,0.3413,0.4024
safran,0.3413,0.3700
jettant,0.3413,0.3434
piquent,0.3413,0.3867
rl,0.3413,0.2887
scene,0.3412,0.3278
fiefs,0.3412,0.3467
retournant,0.3412,0.4279
mettra,0.3412,0.3134
destinées,0.3412,0.2676
connois,0.3411,0.3307
to,0.3411,0.4486
partit,0.3411,0.3458
tournant,0.3411,0.3080
tentatives,0.3410,0.2067
cuir,0.3410,0.3789
donnant,0.3410,0.3236
continua,0.3409,0.4403
aimait,0.3409,0.3667
condamnés,0.3409,0.2134
désespoir,0.3409,0.3544
langueur,0.3408,0.2370
rivières,0.3406,0.2567
tuyaux,0.3406,0.3150
corriger,0.3406,0.2605
rcr,0.3406,0.3692
quare,0.3405,0.2787
nommés,0.3405,0.2403
d'henri,0.3405,0.3707
repartit,0.3405,0.3308
soixante,0.3404,0.3466
pêche,0.3404,0.3447
reconnaissance,0.3404,0.2358
alliances,0.3404,0.2400
iei,0.3404,0.4088
nem,0.3403,0.3005
azile,0.3403,0.2897
propriétaire,0.3403,0.4047
bleus,0.3402,0.4038
dues,0.3402,0.2953
dui,0.3402,0.3021
procéder,0.3401,0.2406
derrière,0.3400,0.3662
sortis,0.3400,0.2301
nt,0.3400,0.2489
verra,0.3400,0.3457
sti,0.3399,0.4471
gouvernante,0.3398,0.4310
prélats,0.3398,0.2966
zéle,0.3398,0.2418
tombé,0.3398,0.3755
accordée,0.3398,0.3190
séparées,0.3398,0.2795
jaloux,0.3398,0.2357
touche,0.3397,0.2783
savent,0.3397,0.3167
maison,0.3396,0.3056
frayeur,0.3395,0.3865
c'e,0.3395,0.3226
marchas,0.3395,0.4330
déguisement,0.3395,0.3092
tx,0.3394,0.3988
étois,0.3394,0.3013
finesse,0.3393,0.2371
ridicules,0.3392,0.2535
usé,0.3391,0.2436
tel,0.3391,0.2047
s'arrête,0.3390,0.3079
paver,0.3390,0.4230
principalement,0.3390,0.2758
plusieurs,0.3390,0.3514
foule,0.3389,0.1781
soutenue,0.3389,0.3090
mortels,0.3389,0.4250
rencontra,0.3389,0.4053
uc,0.3389,0.3519
fond,0.3388,0.2404
belli,0.3388,0.3130
s'attache,0.3387,0.2366
ctoit,0.3387,0.4449
rapportées,0.3385,0.3332
camarades,0.3384,0.3311
terribles,0.3384,0.3728
jambe,0.3384,0.3753
icur,0.3384,0.3107
ricn,0.3384,0.3311
épargner,0.3383,0.2218
étonner,0.3382,0.2421
vaches,0.3382,0.3117
sembloit,0.3382,0.3217
selon,0.3382,0.2941
mefures,0.3381,0.2430
fortement,0.3381,0.2779
toto,0.3381,0.2494
demandera,0.3381,0.2834
siécle,0.3380,0.2594
examinant,0.3380,0.2998
other,0.3380,0.2774
poitiers,0.3380,0.3420
déclaration,0.3379,0.2812
ncc,0.3379,0.3154
surpasse,0.3378,0.2891
lix,0.3378,0.3288
lieutenans,0.3377,0.2817
vices,0.3377,0.2308
eus,0.3377,0.2914
rems,0.3377,0.2278
murmurer,0.3376,0.3010
lp,0.3375,0.3140
denrées,0.3375,0.4187
oh,0.3374,0.2613
découvre,0.3374,0.3576
héritages,0.3374,0.3973
arrivé,0.3374,0.3457
onze,0.3374,0.2823
livré,0.3374,0.2188
lumière,0.3373,0.3723
l'orient,0.3373,0.3480
rcs,0.3373,0.3046
fuo,0.3373,0.2550
opinions,0.3373,0.1908
prit,0.3371,0.3233
laines,0.3370,0.3318
saison,0.3370,0.3187
inl,0.3370,0.3654
déplaire,0.3370,0.2501
passerent,0.3370,0.3546
regitre,0.3370,0.2774
voulu,0.3369,0.3562
trouvois,0.3368,0.3301
sainteté,0.3368,0.2758
dernières,0.3368,0.3120
cinquieme,0.3367,0.3145
italiens,0.3367,0.4365
arriverent,0.3366,0.3736
tartre,0.3366,0.3805
éloge,0.3365,0.3107
sent,0.3365,0.2869
soumission,0.3365,0.2464
nemis,0.3364,0.2740
sincérité,0.3364,0.2570
hasard,0.3364,0.2287
autels,0.3364,0.3354
tendres,0.3363,0.4436
rapporté,0.3363,0.3581
tua,0.3362,0.2496
uis,0.3362,0.3413
devenues,0.3362,0.2216
signé,0.3362,0.2561
jt,0.3362,0.3139
lié,0.3362,0.2346
ouvrit,0.3362,0.3660
gauche,0.3361,0.3567
mange,0.3361,0.3489
excuser,0.3360,0.2962
aventures,0.3359,0.3401
canon,0.3359,0.3143
icurs,0.3359,0.3556
ilc,0.3359,0.2720
extravagances,0.3359,0.2921
marchand,0.3358,0.3464
jette,0.3358,0.3271
destinée,0.3358,0.2422
légumes,0.3358,0.3444
laissoient,0.3357,0.3258
cruel,0.3357,0.3220
superficie,0.3357,0.2363
huitaine,0.3357,0.3611
vénus,0.3356,0.3597
terrain,0.3356,0.2572
obtenu,0.3356,0.3174
héritage,0.3355,0.2582
nouvelle,0.3355,0.2787
dédommager,0.3354,0.2540
chemins,0.3354,0.3020
lequel,0.3354,0.3653
calmer,0.3354,0.2105
équité,0.3353,0.2756
l'espagne,0.3353,0.3611
n'être,0.3353,0.3765
pintes,0.3353,0.3208
essentielle,0.3352,0.2429
neque,0.3352,0.4209
bleu,0.3352,0.2958
contentent,0.3350,0.3511
lac,0.3350,0.3083
chère,0.3350,0.3363
agréable,0.3349,0.3273
meut,0.3349,0.2409
ts,0.3348,0.2981
chapitre,0.3348,0.3673
conservée,0.3348,0.2805
visites,0.3348,0.2772
galant,0.3348,0.3501
remèdes,0.3347,0.2767
intrigues,0.3347,0.2180
etrangers,0.3347,0.3233
console,0.3347,0.2656
témoigna,0.3346,0.3753
henry,0.3346,0.3713
lumiere,0.3346,0.3341
implorer,0.3345,0.2505
ja,0.3345,0.2772
tombées,0.3345,0.2749
nio,0.3345,0.4139
maîtreffe,0.3344,0.2428
ik,0.3344,0.4804
vainqueurs,0.3344,0.2425
donn,0.3344,0.3388
rameaux,0.3344,0.4638
ifes,0.3344,0.3201
l'envie,0.3344,0.2449
également,0.3343,0.2224
sortit,0.3343,0.3500
gt,0.3343,0.3073
apercevoir,0.3342,0.3158
humble,0.3342,0.3415
bi,0.3342,0.3667
observation,0.3342,0.4076
eli,0.3342,0.2472
prodige,0.3341,0.2681
procédures,0.3341,0.4001
refous,0.3341,0.2673
d'aucun,0.3340,0.3782
trou,0.3340,0.3646
anima,0.3340,0.3705
donnez,0.3340,0.3273
pii,0.3339,0.3820
blancheur,0.3339,0.3326
icu,0.3339,0.4010
espece,0.3338,0.2841
désire,0.3338,0.2934
pr,0.3338,0.3959
relâche,0.3338,0.2497
s'abandonne,0.3337,0.2885
juifs,0.3337,0.3349
homine,0.3337,0.3791
consuls,0.3336,0.4367
compare,0.3336,0.1932
jupiter,0.3335,0.3477
catholiques,0.3335,0.4212
xxvi,0.3335,0.3282
argumens,0.3334,0.2646
cti,0.3334,0.3697
supplie,0.3334,0.3079
nb,0.3333,0.5059
communique,0.3332,0.2259
pratiques,0.3332,0.2310
quatre,0.3331,0.3049
jusque,0.3331,0.2815
ot,0.3331,0.3482
cu,0.3331,0.3933
qii,0.3331,0.3784
tl,0.3331,0.3081
charmer,0.3330,0.2832
batimens,0.3330,0.3267
ell,0.3330,0.2414
rz,0.3330,0.3604
millier,0.3330,0.3993
mettez,0.3329,0.3566
m'ont,0.3329,0.3558
défauts,0.3329,0.2082
vîte,0.3327,0.3074
pousse,0.3326,0.2330
espèces,0.3326,0.2954
riviere,0.3326,0.3744
soufre,0.3326,0.3801
cochon,0.3325,0.3710
illes,0.3325,0.3343
banquiers,0.3324,0.4381
rit,0.3324,0.3388
lols,0.3324,0.3189
montant,0.3323,0.2682
oiseaux,0.3323,0.3432
ji,0.3323,0.3299
instruits,0.3322,0.1803
accompagnées,0.3321,0.2703
rapidité,0.3321,0.1998
rester,0.3321,0.3008
lex,0.3321,0.3331
lève,0.3321,0.2611
répondis,0.3320,0.3275
cj,0.3320,0.3254
mémoires,0.3320,0.3966
oncles,0.3320,0.3449
rentra,0.3320,0.3597
chap,0.3320,0.3280
infortunée,0.3319,0.2313
courses,0.3319,0.2556
apud,0.3319,0.4082
pois,0.3319,0.4201
d'empressement,0.3319,0.3169
écoute,0.3319,0.2691
s'avança,0.3318,0.3581
xx,0.3317,0.3404
nle,0.3315,0.3898
diane,0.3315,0.3553
rivale,0.3315,0.2300
additions,0.3315,0.3359
capables,0.3314,0.3851
charles,0.3314,0.3699
d'exactitude,0.3313,0.3805
fret,0.3313,0.3480
pria,0.3313,0.2518
jambes,0.3313,0.3010
folie,0.3313,0.2674
i'r,0.3313,0.3086
évêque,0.3311,0.3555
bois,0.3311,0.2720
t'ai,0.3311,0.3160
promis,0.3311,0.3132
immenses,0.3311,0.2428
remises,0.3310,0.3068
salle,0.3309,0.4033
suissent,0.3308,0.2637
repentir,0.3308,0.2039
lii,0.3306,0.3608
gs,0.3306,0.3949
part,0.3305,0.2591
contrainte,0.3305,0.2810
appelloit,0.3304,0.2393
pcut,0.3304,0.3829
s'écarter,0.3304,0.2845
foin,0.3304,0.3277
égaux,0.3303,0.2298
vont,0.3303,0.2767
baye,0.3303,0.3607
comble,0.3302,0.2598
secrétaire,0.3301,0.3651
incertitude,0.3301,0.2469
ov,0.3300,0.3429
profitent,0.3300,0.2806
corsaires,0.3300,0.3818
tranquillité,0.3297,0.3210
faisait,0.3296,0.3373
enfants,0.3296,0.2762
politesse,0.3296,0.2150
semaines,0.3295,0.3324
jouiront,0.3295,0.2318
collines,0.3295,0.2819
c'eit,0.3294,0.3030
sl,0.3293,0.3242
n'es,0.3292,0.2950
siens,0.3292,0.2794
vez,0.3292,0.2619
sapin,0.3292,0.3475
deo,0.3292,0.3336
frere,0.3291,0.2429
chiffre,0.3290,0.3991
ires,0.3290,0.3578
sum,0.3289,0.3785
soi,0.3289,0.2558
princes,0.3289,0.3342
amendes,0.3288,0.3942
tombe,0.3287,0.3565
placées,0.3287,0.1929
boutons,0.3287,0.2845
tremblante,0.3287,0.2474
vieillesse,0.3287,0.2443
verba,0.3285,0.2726
dci,0.3285,0.3193
charmée,0.3285,0.3510
soutient,0.3284,0.2503
jugeoit,0.3283,0.2883
immobile,0.3283,0.2545
ilu,0.3283,0.3325
cio,0.3283,0.3717
appris,0.3283,0.3205
mettant,0.3282,0.3115
bureau,0.3282,0.2891
couté,0.3279,0.3304
république,0.3279,0.4226
chapeaux,0.3279,0.3517
rg,0.3278,0.3431
attaquée,0.3278,0.2459
oublié,0.3277,0.3424
prétend,0.3277,0.2953
fautes,0.3277,0.2106
ayant,0.3277,0.2469
evêque,0.3277,0.2885
chateau,0.3276,0.2979
détours,0.3276,0.2590
degrés,0.3276,0.2900
boisson,0.3275,0.4145
ols,0.3274,0.3094
cr,0.3274,0.2966
l'angleterre,0.3274,0.3513
oit,0.3273,0.2669
résistance,0.3272,0.2223
élu,0.3272,0.2443
sept,0.3272,0.2848
rai,0.3272,0.2939
injuste,0.3271,0.2147
herbes,0.3271,0.3292
jésus,0.3271,0.3962
cables,0.3271,0.3356
zz,0.3271,0.3865
éré,0.3271,0.2699
sortirent,0.3270,0.3610
ruine,0.3270,0.2436
devrois,0.3270,0.3074
vicaire,0.3269,0.4029
iî,0.3268,0.4007
l'huile,0.3268,0.3488
partagent,0.3268,0.2318
apprit,0.3267,0.4020
choeur,0.3266,0.3269
prières,0.3266,0.2937
j'aurai,0.3266,0.3115
fiis,0.3265,0.2897
divers,0.3265,0.3360
paraître,0.3265,0.2156
audit,0.3264,0.3449
ayons,0.3264,0.3365
couper,0.3264,0.4160
n'ayez,0.3264,0.3272
iit,0.3264,0.3124
secretaire,0.3264,0.3307
l'ambition,0.3263,0.2412
l'ecriture,0.3263,0.3708
veuille,0.3263,0.3023
répandus,0.3262,0.2475
âne,0.3262,0.3179
servi,0.3262,0.3369
servant,0.3261,0.3356
pere,0.3261,0.2490
arte,0.3261,0.2918
fier,0.3261,0.2998
l'eut,0.3261,0.3479
ln,0.3260,0.3137
freres,0.3260,0.3223
vite,0.3260,0.2951
dépendre,0.3260,0.2402
first,0.3260,0.3174
irt,0.3259,0.3051
prié,0.3258,0.3695
accorder,0.3258,0.3541
laissa,0.3258,0.3359
entré,0.3257,0.3366
tum,0.3257,0.3685
donnait,0.3257,0.3158
dur,0.3257,0.2642
bouts,0.3256,0.3636
attire,0.3256,0.2695
orné,0.3256,0.3234
oi,0.3256,0.2568
ari,0.3256,0.3743
n'étant,0.3256,0.2657
scène,0.3256,0.1866
rb,0.3256,0.3966
manus,0.3255,0.2575
jl,0.3255,0.3715
remplis,0.3255,0.2185
domicile,0.3254,0.2665
arrêts,0.3253,0.2906
réparer,0.3253,0.2674
d'amende,0.3252,0.3480
pleines,0.3251,0.2556
présente,0.3251,0.2271
raisonnables,0.3251,0.2877
payoit,0.3250,0.4084
fed,0.3250,0.3449
marchands,0.3250,0.3833
mettrai,0.3250,0.3306
doutes,0.3249,0.2381
femmes,0.3249,0.3497
favoit,0.3249,0.3421
recevant,0.3248,0.3205
priviléges,0.3247,0.2113
laisser,0.3247,0.3564
rencontré,0.3244,0.3365
villes,0.3244,0.3320
mystère,0.3244,0.2629
s'étant,0.3243,0.2728
temns,0.3243,0.3169
tenoient,0.3243,0.3235
rouvraies,0.3243,0.2956
dum,0.3243,0.3122
donnerez,0.3243,0.3151
tr,0.3241,0.2883
race,0.3241,0.2559
blâmer,0.3240,0.2863
sçauroit,0.3239,0.1732
tour,0.3239,0.3590
approche,0.3239,0.2564
fuite,0.3238,0.2157
please,0.3237,0.2721
barques,0.3237,0.3140
qa,0.3237,0.3675
doi,0.3237,0.3201
ict,0.3237,0.3193
escadre,0.3236,0.3620
ons,0.3235,0.3071
d'airain,0.3234,0.2958
observé,0.3234,0.2865
suites,0.3233,0.2359
suffire,0.3233,0.3247
sign,0.3233,0.3722
jetterent,0.3233,0.2901
tiroient,0.3232,0.2343
étiez,0.3232,0.2996
qu'un,0.3232,0.3045
ric,0.3231,0.4295
egyptiens,0.3231,0.3613
s'apperçoit,0.3231,0.2254
tentes,0.3231,0.3071
quanto,0.3230,0.3062
âmes,0.3230,0.2580
honoré,0.3229,0.2916
rouge,0.3229,0.2795
coupable,0.3229,0.3676
détails,0.3229,0.1959
insensible,0.3229,0.2578
confirmée,0.3228,0.2998
commence,0.3228,0.3672
poivre,0.3228,0.3578
quando,0.3228,0.3158
zt,0.3227,0.3493
assurance,0.3226,0.2985
cours,0.3226,0.2843
chênes,0.3226,0.4154
sacs,0.3225,0.3392
terrible,0.3224,0.3236
supposant,0.3224,0.2212
m'as,0.3223,0.3421
fâche,0.3223,0.2536
passoit,0.3222,0.3674
ardent,0.3222,0.2803
apôtre,0.3222,0.3964
noix,0.3222,0.3122
nécessaires,0.3222,0.3871
prennent,0.3221,0.3402
défense,0.3221,0.2643
importance,0.3221,0.2079
inventions,0.3221,0.2441
ih,0.3221,0.3684
chute,0.3221,0.2494
ledit,0.3221,0.3290
découvertes,0.3220,0.2519
l'image,0.3219,0.2974
acquisition,0.3219,0.2943
conseillers,0.3219,0.3322
faits,0.3218,0.2047
admis,0.3218,0.2081
porta,0.3218,0.3290
cc,0.3218,0.2721
disputes,0.3217,0.2350
sang,0.3217,0.2882
droite,0.3215,0.4139
puissantes,0.3214,0.2770
attentats,0.3214,0.2457
sers,0.3214,0.3006
étoile,0.3214,0.2828
feriez,0.3214,0.3145
habileté,0.3214,0.2060
diminution,0.3213,0.3117
commencé,0.3213,0.3364
literature,0.3213,0.1366
eum,0.3212,0.2909
ordonna,0.3212,0.3665
réjouir,0.3212,0.2556
bancs,0.3211,0.3072
lesdits,0.3211,0.2363
l'approbation,0.3211,0.3303
très,0.3210,0.2898
commencèrent,0.3209,0.3444
société,0.3209,0.2613
chanoine,0.3209,0.4623
portoient,0.3209,0.2947
tei,0.3208,0.4253
entendit,0.3208,0.3370
laquelle,0.3208,0.3384
cclui,0.3207,0.3315
mari,0.3207,0.3254
boeuf,0.3207,0.2918
injures,0.3207,0.2505
l'avons,0.3207,0.2907
magnifique,0.3206,0.3679
l'orge,0.3205,0.3045
voies,0.3204,0.2444
cls,0.3204,0.3776
jours,0.3203,0.3196
neveu,0.3203,0.2578
fibres,0.3203,0.3661
bella,0.3203,0.3349
bagatelles,0.3202,0.2643
persuadé,0.3201,0.3352
avcc,0.3201,0.3115
nommées,0.3199,0.2777
laisse,0.3199,0.2938
étendu,0.3199,0.2446
animé,0.3199,0.2460
rendus,0.3199,0.2380
etienne,0.3198,0.4566
considérations,0.3198,0.2121
bene,0.3198,0.3133
sénéchaux,0.3197,0.1880
discipline,0.3197,0.2755
néanmoins,0.3197,0.2893
insultes,0.3196,0.2244
zc,0.3196,0.2968
enrichi,0.3196,0.3056
sors,0.3196,0.3086
soldats,0.3195,0.3176
conquis,0.3195,0.2264
foires,0.3194,0.3318
quas,0.3194,0.2732
paresse,0.3194,0.2671
particulières,0.3193,0.3266
expliquer,0.3193,0.2878
assise,0.3193,0.3649
cq,0.3192,0.3994
préparez,0.3192,0.3036
répandre,0.3192,0.2327
larges,0.3191,0.3269
galerie,0.3190,0.4072
apôtres,0.3190,0.3238
ment,0.3190,0.3271
distingués,0.3190,0.2229
ceux,0.3190,0.3595
ménager,0.3189,0.2442
matin,0.3188,0.3051
crc,0.3188,0.3585
ini,0.3187,0.3791
prendrai,0.3187,0.2940
m'ayant,0.3187,0.3264
dife,0.3187,0.3208
ceinture,0.3186,0.4005
animaux,0.3186,0.3729
ero,0.3186,0.4032
unquam,0.3186,0.2747
éloigner,0.3185,0.2492
rayons,0.3185,0.3878
ouï,0.3184,0.2417
tcms,0.3184,0.3054
zo,0.3184,0.3094
etes,0.3184,0.3035
amante,0.3183,0.1983
punis,0.3183,0.1845
ix,0.3182,0.3101
ili,0.3182,0.3557
dernieres,0.3181,0.3076
domus,0.3180,0.2485
vus,0.3180,0.2287
rs,0.3179,0.2829
cousine,0.3179,0.3277
effroyable,0.3177,0.3452
appelle,0.3177,0.2123
