word,drift_global,drift_moyen
consentit,0.1583,0.0050
cri,0.1583,0.0052
arts,0.1583,0.0041
dérobé,0.1583,0.0059
dies,0.1583,0.0064
seizième,0.1583,0.0046
iti,0.1582,0.0046
orateurs,0.1582,0.0054
ajoute,0.1582,0.0051
regnoit,0.1582,0.0054
disposées,0.1582,0.0055
xii,0.1582,0.0056
marchoient,0.1582,0.0064
redevable,0.1582,0.0045
eues,0.1581,0.0055
bleds,0.1581,0.0046
duré,0.1581,0.0045
gardé,0.1581,0.0048
fonction,0.1581,0.0051
veiller,0.1581,0.0043
préparatifs,0.1580,0.0048
indignes,0.1580,0.0046
publié,0.1580,0.0049
lous,0.1580,0.0059
l'espace,0.1580,0.0041
condamner,0.1580,0.0050
mai,0.1580,0.0045
ble,0.1580,0.0049
iet,0.1580,0.0056
charmes,0.1580,0.0044
mcs,0.1580,0.0053
emporta,0.1579,0.0058
consternation,0.1579,0.0052
devaient,0.1579,0.0059
agir,0.1579,0.0049
rent,0.1579,0.0048
récit,0.1579,0.0047
l'évêque,0.1579,0.0070
ame,0.1579,0.0042
satisfait,0.1579,0.0051
laissoient,0.1579,0.0044
chantent,0.1579,0.0046
tourne,0.1578,0.0045
avantage,0.1578,0.0040
d'eaux,0.1578,0.0052
patris,0.1578,0.0079
rançon,0.1578,0.0058
naissent,0.1578,0.0042
oro,0.1578,0.0050
troubles,0.1578,0.0046
sanglante,0.1578,0.0057
avare,0.1578,0.0060
tombant,0.1577,0.0055
pensez,0.1577,0.0043
prieuré,0.1577,0.0080
donnoient,0.1577,0.0040
cuve,0.1577,0.0057
dece,0.1577,0.0083
illos,0.1577,0.0049
'des,0.1576,0.0058
barre,0.1576,0.0071
froides,0.1576,0.0050
maîtreffe,0.1576,0.0070
empêché,0.1576,0.0041
faires,0.1576,0.0053
regret,0.1576,0.0048
perdent,0.1576,0.0041
même,0.1576,0.0039
courre,0.1576,0.0073
etr,0.1575,0.0057
sauvage,0.1575,0.0052
chefs,0.1574,0.0045
reins,0.1574,0.0059
étourdi,0.1574,0.0059
soudain,0.1574,0.0062
quin,0.1574,0.0061
l'orage,0.1574,0.0050
découvertes,0.1574,0.0044
modeste,0.1574,0.0054
couvertes,0.1573,0.0048
peindre,0.1573,0.0044
scellé,0.1573,0.0056
ste,0.1573,0.0046
bétail,0.1573,0.0064
considérable,0.1573,0.0040
inconnu,0.1573,0.0051
remarqua,0.1573,0.0059
conformes,0.1573,0.0040
applique,0.1573,0.0052
sixième,0.1573,0.0055
meilleurs,0.1572,0.0041
créatures,0.1572,0.0040
nomen,0.1572,0.0060
coudre,0.1572,0.0053
homines,0.1572,0.0065
sûr,0.1572,0.0050
subtil,0.1572,0.0067
assignations,0.1572,0.0062
canards,0.1572,0.0057
conquis,0.1571,0.0050
distinctions,0.1571,0.0052
tendres,0.1571,0.0042
appartenans,0.1571,0.0053
possibles,0.1571,0.0044
terrain,0.1571,0.0051
veille,0.1571,0.0048
ennemie,0.1571,0.0053
desseins,0.1571,0.0043
souverain,0.1571,0.0050
enlevé,0.1570,0.0050
ious,0.1570,0.0065
voulus,0.1570,0.0055
droiture,0.1570,0.0051
attachées,0.1569,0.0049
boi,0.1569,0.0059
carthaginois,0.1569,0.0062
languedoc,0.1569,0.0058
admiré,0.1569,0.0060
remporter,0.1569,0.0053
apportent,0.1569,0.0049
éclatant,0.1569,0.0057
hautement,0.1569,0.0056
fuir,0.1569,0.0048
quon,0.1568,0.0058
chapeaux,0.1568,0.0057
écrivoit,0.1568,0.0048
compagnies,0.1568,0.0051
vement,0.1568,0.0040
climats,0.1568,0.0044
faillir,0.1568,0.0080
cession,0.1567,0.0054
explications,0.1567,0.0053
litres,0.1567,0.0067
d'environ,0.1567,0.0050
inventée,0.1567,0.0060
l'enfant,0.1567,0.0054
youtre,0.1567,0.0078
dat,0.1567,0.0055
nuage,0.1567,0.0050
trs,0.1566,0.0063
dogme,0.1566,0.0063
familles,0.1566,0.0040
manus,0.1565,0.0057
dignement,0.1565,0.0054
qu'outre,0.1565,0.0058
pleurs,0.1565,0.0041
naturels,0.1565,0.0047
paroisse,0.1565,0.0052
note,0.1565,0.0046
poursuit,0.1565,0.0052
consentir,0.1565,0.0053
dais,0.1564,0.0068
tempêtes,0.1564,0.0049
fulltitle,0.1564,0.0045
châtier,0.1564,0.0057
registre,0.1564,0.0047
remporté,0.1564,0.0051
d'ordonner,0.1564,0.0054
m'oblige,0.1564,0.0049
négociations,0.1564,0.0046
sauver,0.1564,0.0046
montagne,0.1564,0.0040
emportement,0.1564,0.0054
aurais,0.1563,0.0055
volent,0.1563,0.0051
venoient,0.1563,0.0041
nie,0.1563,0.0056
représenter,0.1563,0.0045
naît,0.1563,0.0047
devoir,0.1563,0.0039
approuver,0.1563,0.0064
cordes,0.1562,0.0048
finon,0.1562,0.0059
fla,0.1562,0.0052
punir,0.1562,0.0044
liberté,0.1561,0.0044
turin,0.1561,0.0077
pratiquer,0.1561,0.0051
dan,0.1561,0.0066
rencontrer,0.1561,0.0045
noit,0.1560,0.0047
proposé,0.1560,0.0043
composer,0.1560,0.0050
astre,0.1560,0.0042
fept,0.1559,0.0053
aussitôt,0.1559,0.0043
tierce,0.1559,0.0052
ayant,0.1559,0.0035
survient,0.1559,0.0043
mariages,0.1559,0.0059
pai,0.1558,0.0068
valu,0.1558,0.0048
serviroit,0.1558,0.0042
l'acceptation,0.1558,0.0065
chemins,0.1558,0.0050
voleur,0.1558,0.0052
train,0.1558,0.0049
fini,0.1558,0.0046
voyez,0.1558,0.0042
détroit,0.1558,0.0055
évident,0.1557,0.0052
veaux,0.1557,0.0063
précaution,0.1557,0.0042
aimable,0.1557,0.0044
honnêtes,0.1557,0.0042
foule,0.1557,0.0038
coquin,0.1557,0.0060
sonner,0.1556,0.0053
plus,0.1556,0.0040
metz,0.1556,0.0082
honorable,0.1556,0.0053
rage,0.1556,0.0047
eas,0.1556,0.0064
faisaient,0.1556,0.0046
agité,0.1556,0.0049
conscience,0.1556,0.0051
mortel,0.1555,0.0056
avertis,0.1555,0.0047
chagrine,0.1555,0.0070
planche,0.1555,0.0063
éteinte,0.1555,0.0052
suivons,0.1555,0.0052
ensorte,0.1555,0.0048
bonheur,0.1555,0.0048
ute,0.1555,0.0051
honoré,0.1555,0.0059
droites,0.1554,0.0057
alte,0.1554,0.0070
douceurs,0.1554,0.0045
bête,0.1554,0.0059
rapportée,0.1553,0.0053
tarif,0.1553,0.0061
retirent,0.1553,0.0046
las,0.1553,0.0064
moyens,0.1553,0.0039
forcer,0.1553,0.0050
perce,0.1552,0.0058
interruption,0.1552,0.0044
vigueur,0.1552,0.0042
poser,0.1552,0.0050
ardeur,0.1551,0.0042
observée,0.1551,0.0047
net,0.1551,0.0063
suppose,0.1551,0.0041
vous,0.1551,0.0036
amasser,0.1550,0.0054
autel,0.1550,0.0055
croient,0.1549,0.0040
partagée,0.1549,0.0049
suéde,0.1549,0.0074
prêter,0.1549,0.0049
troupeaux,0.1549,0.0047
servira,0.1549,0.0044
retient,0.1549,0.0053
l'affront,0.1549,0.0060
donnant,0.1549,0.0036
exercent,0.1549,0.0047
donnai,0.1548,0.0054
arabes,0.1548,0.0045
promettoit,0.1548,0.0053
sérieuse,0.1548,0.0057
volumus,0.1548,0.0061
hon,0.1548,0.0055
commençant,0.1548,0.0065
salut,0.1548,0.0052
fièvre,0.1548,0.0065
troi,0.1547,0.0071
propreté,0.1547,0.0048
sassent,0.1547,0.0053
n'importe,0.1547,0.0062
tuer,0.1547,0.0044
hélas,0.1547,0.0047
post,0.1547,0.0058
citoyens,0.1547,0.0042
visible,0.1547,0.0059
céleste,0.1546,0.0057
remède,0.1546,0.0046
disputer,0.1546,0.0052
karats,0.1546,0.0069
perse,0.1546,0.0039
'de,0.1546,0.0073
perche,0.1545,0.0056
aliénation,0.1545,0.0063
aimée,0.1545,0.0056
attribue,0.1545,0.0048
chercha,0.1545,0.0054
l'état,0.1545,0.0041
eit,0.1545,0.0043
sauvages,0.1545,0.0051
form,0.1545,0.0055
monarque,0.1545,0.0047
opinions,0.1545,0.0044
vivoient,0.1544,0.0042
exact,0.1544,0.0049
clefs,0.1544,0.0051
châteaux,0.1544,0.0048
lum,0.1544,0.0047
croyoient,0.1544,0.0038
bâtiment,0.1543,0.0048
l'escadre,0.1543,0.0056
habillement,0.1543,0.0051
faussement,0.1543,0.0065
arrivent,0.1543,0.0044
deçà,0.1543,0.0061
fondre,0.1543,0.0048
ombre,0.1543,0.0049
anneau,0.1542,0.0055
rendra,0.1542,0.0041
citez,0.1542,0.0069
agrément,0.1542,0.0049
appareil,0.1542,0.0051
mien,0.1542,0.0052
dès,0.1542,0.0034
ensuite,0.1542,0.0035
accompagner,0.1542,0.0056
braves,0.1541,0.0047
impatient,0.1541,0.0062
villa,0.1541,0.0062
taillées,0.1541,0.0043
desquels,0.1541,0.0040
résolution,0.1541,0.0045
toures,0.1541,0.0058
harangues,0.1541,0.0045
concernent,0.1540,0.0045
l'amirauté,0.1540,0.0071
l'infanterie,0.1540,0.0058
c'eit,0.1540,0.0047
directeur,0.1539,0.0066
citation,0.1539,0.0050
martyre,0.1539,0.0063
briller,0.1539,0.0047
tirent,0.1539,0.0040
jouer,0.1538,0.0043
bourgs,0.1538,0.0051
fermez,0.1538,0.0052
coûter,0.1538,0.0047
l'homme,0.1538,0.0042
étranger,0.1538,0.0046
t'es,0.1538,0.0059
conservez,0.1538,0.0055
contentement,0.1538,0.0057
prêcher,0.1537,0.0053
c'étoient,0.1537,0.0054
pleins,0.1537,0.0041
tellement,0.1537,0.0041
domus,0.1537,0.0059
fols,0.1537,0.0055
par,0.1537,0.0034
commettent,0.1537,0.0047
incertain,0.1537,0.0058
langues,0.1536,0.0043
production,0.1536,0.0050
perfon,0.1536,0.0047
fur,0.1536,0.0061
cachet,0.1536,0.0054
devient,0.1536,0.0038
informer,0.1536,0.0045
diroit,0.1536,0.0054
constantin,0.1536,0.0058
fourni,0.1535,0.0042
examen,0.1535,0.0050
escalier,0.1534,0.0049
regner,0.1534,0.0053
bile,0.1534,0.0062
itc,0.1534,0.0042
semblablement,0.1534,0.0071
ruisseau,0.1534,0.0047
n'étois,0.1534,0.0053
bayes,0.1533,0.0054
excellence,0.1533,0.0071
notes,0.1533,0.0050
lesquels,0.1533,0.0033
enfuite,0.1533,0.0080
portoient,0.1533,0.0040
million,0.1533,0.0048
approcher,0.1533,0.0050
from,0.1532,0.0048
mouillé,0.1532,0.0063
enfin,0.1532,0.0036
apollon,0.1532,0.0059
coté,0.1532,0.0050
l'auroit,0.1532,0.0041
démontré,0.1532,0.0061
peuples,0.1532,0.0037
évidentes,0.1531,0.0050
quoi,0.1531,0.0040
apprend,0.1531,0.0039
prioit,0.1531,0.0051
eci,0.1531,0.0059
sir,0.1530,0.0060
fondées,0.1530,0.0041
imiter,0.1530,0.0048
découvrir,0.1530,0.0046
sors,0.1529,0.0069
rem,0.1529,0.0052
instant,0.1529,0.0045
connaître,0.1529,0.0049
qu'avant,0.1529,0.0049
chiffres,0.1529,0.0054
mouvoir,0.1529,0.0052
paquets,0.1529,0.0073
genre,0.1529,0.0038
rareté,0.1529,0.0059
expressions,0.1529,0.0040
démon,0.1529,0.0061
sorte,0.1529,0.0044
fâcher,0.1529,0.0069
souvient,0.1529,0.0051
sibi,0.1529,0.0063
displaytitle,0.1529,0.0045
spectacle,0.1529,0.0041
trouvant,0.1528,0.0042
rut,0.1528,0.0051
guérit,0.1528,0.0054
couvrent,0.1528,0.0042
doutez,0.1528,0.0043
videri,0.1527,0.0058
appartenoit,0.1527,0.0045
quitter,0.1527,0.0042
occupations,0.1527,0.0040
l'avenir,0.1527,0.0048
certe,0.1527,0.0053
antres,0.1527,0.0056
bouteilles,0.1527,0.0057
repete,0.1527,0.0084
qu'afin,0.1527,0.0074
diminue,0.1526,0.0043
lui,0.1526,0.0037
prières,0.1526,0.0044
éclaire,0.1526,0.0050
limité,0.1526,0.0054
allume,0.1526,0.0051
accepté,0.1526,0.0055
nomine,0.1525,0.0068
sait,0.1525,0.0046
gresse,0.1525,0.0048
éleve,0.1525,0.0054
différens,0.1525,0.0039
traite,0.1525,0.0045
cave,0.1525,0.0057
purger,0.1525,0.0059
moins,0.1525,0.0044
dépend,0.1525,0.0036
prétendu,0.1525,0.0050
capitole,0.1524,0.0064
ailes,0.1524,0.0045
reçut,0.1524,0.0041
recevra,0.1524,0.0046
votre,0.1524,0.0032
miseres,0.1524,0.0053
fatigué,0.1524,0.0052
fées,0.1523,0.0060
couches,0.1523,0.0045
grange,0.1523,0.0059
regardent,0.1523,0.0035
passant,0.1523,0.0051
fournie,0.1523,0.0049
contentent,0.1523,0.0045
pardonnez,0.1523,0.0049
suisses,0.1522,0.0058
l'enfer,0.1522,0.0056
xxiii,0.1522,0.0067
'on,0.1522,0.0049
bruges,0.1522,0.0065
principale,0.1522,0.0041
cousine,0.1522,0.0067
lad,0.1522,0.0055
vacations,0.1522,0.0058
lumineux,0.1521,0.0055
nour,0.1521,0.0067
oii,0.1521,0.0060
protection,0.1521,0.0041
l'idée,0.1521,0.0044
fermentation,0.1521,0.0048
juste,0.1521,0.0047
utilité,0.1521,0.0044
dévotion,0.1521,0.0056
couverture,0.1520,0.0054
prendront,0.1520,0.0042
s'adressant,0.1520,0.0054
niais,0.1520,0.0067
changement,0.1520,0.0042
majorité,0.1520,0.0070
vcrs,0.1520,0.0055
rotterdam,0.1520,0.0062
rendue,0.1519,0.0042
tante,0.1519,0.0056
orner,0.1519,0.0045
digestion,0.1519,0.0058
aurait,0.1519,0.0039
assise,0.1519,0.0051
fauves,0.1519,0.0058
fâcheuse,0.1519,0.0055
rentrer,0.1518,0.0045
dirent,0.1518,0.0037
esclaves,0.1518,0.0040
confondre,0.1518,0.0044
gré,0.1518,0.0041
causer,0.1518,0.0043
pete,0.1518,0.0059
réputation,0.1517,0.0045
fonctions,0.1517,0.0040
connut,0.1517,0.0048
zooo,0.1517,0.0045
d'hyver,0.1517,0.0072
reprises,0.1517,0.0048
alio,0.1517,0.0049
quartiers,0.1516,0.0046
pres,0.1516,0.0057
s'étendent,0.1516,0.0049
palatin,0.1516,0.0066
sertile,0.1516,0.0040
marquent,0.1515,0.0048
dignité,0.1515,0.0043
aversion,0.1515,0.0053
important,0.1515,0.0040
simples,0.1515,0.0042
continuation,0.1515,0.0059
chansons,0.1515,0.0050
quelqu'un,0.1515,0.0047
routes,0.1515,0.0050
emplois,0.1515,0.0040
l'impatience,0.1515,0.0058
anciennes,0.1515,0.0043
réflexions,0.1514,0.0038
emploi,0.1514,0.0043
vincent,0.1514,0.0060
incessamment,0.1514,0.0062
'un,0.1513,0.0060
tint,0.1513,0.0042
violent,0.1513,0.0046
laïques,0.1513,0.0058
tours,0.1513,0.0055
trois,0.1513,0.0033
l'ornement,0.1513,0.0053
couronner,0.1512,0.0055
s'abandonne,0.1512,0.0054
dote,0.1512,0.0072
délivré,0.1512,0.0047
louange,0.1512,0.0060
gentils,0.1512,0.0055
obscure,0.1512,0.0044
hôtes,0.1511,0.0054
battant,0.1511,0.0059
crain,0.1511,0.0037
témoignages,0.1511,0.0039
augmenter,0.1511,0.0042
releve,0.1511,0.0063
ouvertes,0.1511,0.0048
distribuer,0.1511,0.0047
rate,0.1511,0.0059
venin,0.1511,0.0053
sensible,0.1511,0.0045
menues,0.1510,0.0072
greffier,0.1510,0.0058
l'étendue,0.1510,0.0042
choisir,0.1510,0.0041
occasions,0.1510,0.0038
commissions,0.1510,0.0047
personne,0.1510,0.0044
gomme,0.1509,0.0056
tine,0.1509,0.0069
intestins,0.1509,0.0058
plupart,0.1509,0.0034
hasard,0.1509,0.0053
semence,0.1509,0.0049
immobile,0.1509,0.0051
salomon,0.1509,0.0068
prononcée,0.1508,0.0050
els,0.1508,0.0047
deu,0.1508,0.0070
venus,0.1507,0.0039
osez,0.1507,0.0048
revient,0.1507,0.0041
observé,0.1507,0.0045
attendant,0.1507,0.0039
répondirent,0.1507,0.0042
unité,0.1507,0.0065
remercie,0.1507,0.0045
comblé,0.1507,0.0048
célébrer,0.1506,0.0053
l'entretenir,0.1506,0.0066
arracher,0.1506,0.0046
posée,0.1506,0.0054
entretenir,0.1506,0.0043
guillaume,0.1506,0.0050
couverts,0.1506,0.0042
jolies,0.1505,0.0052
dee,0.1505,0.0064
lent,0.1505,0.0053
nos,0.1505,0.0031
sis,0.1505,0.0064
payées,0.1505,0.0040
rival,0.1504,0.0043
mélange,0.1504,0.0041
forum,0.1504,0.0056
mouche,0.1504,0.0073
ante,0.1504,0.0054
pologne,0.1504,0.0053
tontes,0.1504,0.0066
duit,0.1503,0.0049
vies,0.1503,0.0043
pari,0.1503,0.0061
égales,0.1503,0.0042
danser,0.1503,0.0062
malheur,0.1503,0.0043
gouvernement,0.1503,0.0042
justifié,0.1502,0.0056
quinzième,0.1502,0.0052
ennuis,0.1502,0.0049
explication,0.1502,0.0055
s'enfuit,0.1502,0.0048
creux,0.1502,0.0052
fable,0.1502,0.0048
quelqu'une,0.1502,0.0048
qu'elles,0.1502,0.0031
remplie,0.1502,0.0040
aperçu,0.1501,0.0058
prochaine,0.1501,0.0045
furie,0.1501,0.0051
desormais,0.1501,0.0084
relte,0.1501,0.0076
vel,0.1501,0.0055
charité,0.1501,0.0044
privé,0.1501,0.0047
pese,0.1501,0.0055
coûta,0.1501,0.0042
obvier,0.1501,0.0049
usé,0.1501,0.0055
l'acte,0.1501,0.0060
appeler,0.1500,0.0050
ames,0.1500,0.0045
attaqué,0.1500,0.0046
ceux,0.1499,0.0030
auquel,0.1499,0.0034
appelé,0.1499,0.0061
fiire,0.1499,0.0059
legibus,0.1499,0.0047
entr'elles,0.1499,0.0047
trouvoit,0.1498,0.0034
règle,0.1498,0.0053
vallée,0.1498,0.0063
action,0.1498,0.0042
écoute,0.1498,0.0053
brillant,0.1498,0.0049
cérémonies,0.1498,0.0044
ita,0.1498,0.0055
n'osait,0.1498,0.0047
voeux,0.1497,0.0038
neveux,0.1497,0.0044
grasse,0.1497,0.0053
centum,0.1497,0.0047
emparé,0.1497,0.0043
criminelles,0.1497,0.0051
étendue,0.1497,0.0039
jeta,0.1497,0.0047
d'alexandre,0.1497,0.0054
traduits,0.1497,0.0039
retournant,0.1497,0.0054
hardiment,0.1497,0.0061
rives,0.1497,0.0048
souveraineté,0.1497,0.0059
n'ignore,0.1497,0.0045
continuer,0.1497,0.0042
queles,0.1497,0.0056
précede,0.1497,0.0055
fignification,0.1497,0.0050
arrêté,0.1496,0.0044
tirons,0.1496,0.0050
fidelle,0.1496,0.0054
aufll,0.1496,0.0079
attachent,0.1495,0.0047
lille,0.1495,0.0071
procéder,0.1495,0.0047
athenes,0.1495,0.0057
ressort,0.1495,0.0046
bronze,0.1495,0.0054
imprintfull,0.1495,0.0036
durer,0.1495,0.0044
m'étonne,0.1494,0.0058
sujets,0.1494,0.0036
variation,0.1494,0.0064
création,0.1494,0.0050
m'étoit,0.1494,0.0041
d'a,0.1494,0.0051
consiste,0.1494,0.0036
prière,0.1494,0.0059
quartier,0.1494,0.0056
pertes,0.1494,0.0038
lot,0.1494,0.0057
lii,0.1493,0.0061
écritures,0.1493,0.0070
fiege,0.1493,0.0069
pourpre,0.1492,0.0056
contient,0.1492,0.0040
hai,0.1492,0.0076
présenta,0.1492,0.0048
monograph,0.1492,0.0036
dépenses,0.1492,0.0045
its,0.1492,0.0062
ne',0.1492,0.0072
devenu,0.1491,0.0038
empêcha,0.1491,0.0052
crimes,0.1491,0.0039
etat,0.1491,0.0043
froide,0.1491,0.0048
l'egard,0.1491,0.0073
donc,0.1491,0.0045
qu'avec,0.1491,0.0041
pasté,0.1491,0.0053
partis,0.1491,0.0040
lasser,0.1491,0.0050
nobles,0.1491,0.0045
saisi,0.1491,0.0044
mettoit,0.1491,0.0037
brouiller,0.1490,0.0056
effort,0.1490,0.0041
frappa,0.1490,0.0052
attribut,0.1490,0.0051
roule,0.1490,0.0050
lorsqu'il,0.1490,0.0034
lei,0.1490,0.0063
espace,0.1490,0.0040
oir,0.1490,0.0054
sein,0.1490,0.0037
tii,0.1489,0.0042
four,0.1489,0.0065
punition,0.1489,0.0044
toises,0.1489,0.0050
inclusivement,0.1489,0.0057
imprimé,0.1489,0.0049
propres,0.1488,0.0034
adore,0.1488,0.0046
vres,0.1488,0.0057
l'élection,0.1488,0.0044
sertilité,0.1488,0.0051
nommer,0.1488,0.0042
soufle,0.1488,0.0085
ini,0.1488,0.0054
rose,0.1487,0.0054
beuf,0.1487,0.0058
produite,0.1487,0.0054
vill,0.1487,0.0054
située,0.1487,0.0038
lys,0.1487,0.0059
joie,0.1487,0.0039
brave,0.1486,0.0048
parente,0.1486,0.0068
subitement,0.1486,0.0058
guérir,0.1485,0.0047
défaire,0.1485,0.0044
pline,0.1485,0.0053
embarrassé,0.1485,0.0057
poignard,0.1485,0.0044
sentiment,0.1485,0.0046
l'aile,0.1485,0.0063
lion,0.1485,0.0046
goûté,0.1485,0.0056
exceptions,0.1485,0.0041
donnent,0.1485,0.0030
priai,0.1484,0.0049
s'accorder,0.1484,0.0049
sent,0.1484,0.0042
mise,0.1484,0.0036
cordon,0.1484,0.0059
scrupule,0.1484,0.0048
couteau,0.1484,0.0050
qua,0.1484,0.0048
principe,0.1483,0.0045
démonstrations,0.1483,0.0052
five,0.1483,0.0055
découverte,0.1483,0.0047
témoigner,0.1483,0.0043
c'cit,0.1483,0.0054
ler,0.1482,0.0055
théologiens,0.1482,0.0051
lés,0.1482,0.0054
jul,0.1482,0.0041
edifices,0.1482,0.0052
vierges,0.1482,0.0055
voisinage,0.1482,0.0048
commercy,0.1482,0.0074
demoiselles,0.1482,0.0050
serpens,0.1482,0.0055
bordure,0.1482,0.0059
cloître,0.1482,0.0064
vain,0.1481,0.0044
hérétiques,0.1481,0.0054
pur,0.1481,0.0036
rameaux,0.1481,0.0048
prétentions,0.1481,0.0044
reçoive,0.1481,0.0048
recommandation,0.1481,0.0050
tuent,0.1481,0.0048
aide,0.1480,0.0058
marée,0.1480,0.0073
cercueil,0.1480,0.0057
demandée,0.1480,0.0055
c'efl,0.1480,0.0051
conditions,0.1480,0.0040
communes,0.1480,0.0047
vertus,0.1480,0.0038
pêche,0.1480,0.0051
pore,0.1480,0.0058
pâle,0.1480,0.0050
fies,0.1479,0.0076
lieurs,0.1479,0.0053
étendu,0.1479,0.0044
malice,0.1479,0.0057
joseph,0.1479,0.0062
n'avais,0.1479,0.0048
l'edit,0.1479,0.0048
poitiers,0.1479,0.0062
pls,0.1478,0.0058
délicate,0.1478,0.0048
rendons,0.1478,0.0039
ancienne,0.1478,0.0038
pirates,0.1478,0.0058
permettez,0.1478,0.0042
colonie,0.1478,0.0047
pattes,0.1478,0.0048
unique,0.1477,0.0040
coeurs,0.1477,0.0038
fît,0.1477,0.0043
prétendez,0.1477,0.0046
rudes,0.1477,0.0049
boivent,0.1477,0.0045
sertiles,0.1477,0.0044
formé,0.1477,0.0038
d'une,0.1477,0.0028
qni,0.1477,0.0062
expliquez,0.1477,0.0053
regardons,0.1477,0.0042
tic,0.1476,0.0046
foires,0.1476,0.0056
d'alliance,0.1476,0.0054
tenue,0.1476,0.0048
paiement,0.1476,0.0054
alliances,0.1476,0.0044
lif,0.1476,0.0068
directeurs,0.1476,0.0057
porta,0.1476,0.0045
reçoit,0.1475,0.0038
gro,0.1475,0.0058
réponses,0.1475,0.0049
victoires,0.1475,0.0043
triture,0.1475,0.0057
tandis,0.1475,0.0036
l'éclat,0.1475,0.0044
cervelle,0.1475,0.0063
l'est,0.1475,0.0039
empêchent,0.1474,0.0047
bagatelles,0.1474,0.0046
viendroit,0.1474,0.0045
jurisprudence,0.1474,0.0057
n'ef,0.1474,0.0037
augmentation,0.1474,0.0052
obligées,0.1473,0.0038
jusque,0.1473,0.0045
lee,0.1473,0.0058
siéme,0.1473,0.0054
bibl,0.1473,0.0042
exem,0.1473,0.0047
dela,0.1473,0.0051
laquais,0.1472,0.0048
emporté,0.1472,0.0048
vita,0.1472,0.0052
tranquile,0.1472,0.0057
tranchée,0.1472,0.0051
croyons,0.1472,0.0040
saisis,0.1472,0.0044
souffrir,0.1472,0.0044
noirs,0.1472,0.0045
champagne,0.1471,0.0062
sers,0.1471,0.0064
sortie,0.1471,0.0050
incommode,0.1471,0.0054
commencez,0.1471,0.0051
l'église,0.1471,0.0050
pense,0.1470,0.0045
miracle,0.1470,0.0052
greffiers,0.1470,0.0051
val,0.1470,0.0054
jeûne,0.1470,0.0054
hardi,0.1470,0.0049
commencera,0.1470,0.0054
membres,0.1470,0.0040
dont,0.1470,0.0030
l'unité,0.1470,0.0055
vez,0.1470,0.0041
tombée,0.1469,0.0044
cer,0.1469,0.0051
croissent,0.1469,0.0047
séjour,0.1469,0.0040
pensions,0.1469,0.0051
paste,0.1469,0.0066
employer,0.1469,0.0042
s'appellent,0.1469,0.0050
historiens,0.1469,0.0045
made,0.1469,0.0061
serments,0.1469,0.0045
profonde,0.1468,0.0042
prisonniers,0.1468,0.0041
her,0.1468,0.0056
robert,0.1468,0.0064
pratiqué,0.1468,0.0045
question,0.1468,0.0039
extrême,0.1468,0.0039
bruxelles,0.1468,0.0073
vid,0.1468,0.0072
conforme,0.1468,0.0039
hommage,0.1467,0.0038
poissons,0.1467,0.0049
datée,0.1467,0.0045
cologne,0.1467,0.0063
alléguer,0.1467,0.0049
paroitre,0.1467,0.0052
ferment,0.1467,0.0042
cochons,0.1467,0.0055
diminuée,0.1466,0.0061
s'avance,0.1466,0.0049
larmes,0.1466,0.0037
douté,0.1466,0.0053
observera,0.1466,0.0057
hec,0.1466,0.0048
s'élevent,0.1466,0.0052
viii,0.1466,0.0052
blancheur,0.1466,0.0049
établies,0.1466,0.0045
entendent,0.1465,0.0040
continuant,0.1465,0.0054
remboursement,0.1465,0.0049
infinie,0.1465,0.0040
nourrit,0.1465,0.0046
rit,0.1465,0.0052
racheter,0.1465,0.0048
chaloupes,0.1465,0.0055
payent,0.1465,0.0041
extraordinairement,0.1465,0.0067
vigoureux,0.1464,0.0048
statut,0.1464,0.0057
attachée,0.1464,0.0045
dépendans,0.1464,0.0055
évidente,0.1464,0.0057
cultiver,0.1463,0.0045
est,0.1463,0.0031
turenne,0.1463,0.0064
lainer,0.1463,0.0060
tels,0.1463,0.0035
clercs,0.1462,0.0059
donnerai,0.1462,0.0044
rendus,0.1462,0.0036
accomplir,0.1462,0.0057
environnée,0.1462,0.0044
m'appelle,0.1462,0.0059
m'être,0.1462,0.0041
dauphin,0.1461,0.0063
n'efi,0.1461,0.0039
revenant,0.1461,0.0070
parfaitement,0.1461,0.0042
leçon,0.1461,0.0063
zoo,0.1461,0.0050
l'épaisseur,0.1461,0.0047
ravoir,0.1460,0.0070
maigres,0.1460,0.0057
sachant,0.1460,0.0060
hardis,0.1460,0.0049
n'cn,0.1460,0.0054
sos,0.1460,0.0060
nommoit,0.1460,0.0048
meurt,0.1460,0.0048
defaire,0.1460,0.0062
feras,0.1460,0.0046
man,0.1460,0.0047
répondez,0.1459,0.0048
tutelles,0.1459,0.0066
rompu,0.1459,0.0055
effet,0.1459,0.0039
apporte,0.1459,0.0043
aulfi,0.1459,0.0065
julqu'à,0.1459,0.0057
commode,0.1458,0.0046
abondant,0.1458,0.0049
exprimées,0.1458,0.0043
parisis,0.1458,0.0067
dere,0.1458,0.0054
composent,0.1457,0.0040
lis,0.1457,0.0059
obscurs,0.1457,0.0049
servant,0.1457,0.0063
graisse,0.1457,0.0055
cachez,0.1457,0.0048
résolut,0.1457,0.0044
obscur,0.1457,0.0043
mers,0.1457,0.0042
violette,0.1456,0.0060
entrant,0.1456,0.0056
roux,0.1456,0.0057
reste,0.1455,0.0037
