word,1700-1710→1710-1720,1710-1720→1720-1730,1720-1730→1730-1740,1730-1740→1740-1750,1740-1750→1750-1760,1750-1760→1760-1770,1760-1770→1770-1780,1770-1780→1780-1789,1780-1789→1789-1802
mef,0.0051,0.0106,0.0076,0.0317,0.0065,0.0128,0.0077,0.0226,0.0040
mefure,0.0035,0.0039,0.0083,0.0080,0.0073,0.0078,0.0086,0.0069,0.0058
mefures,0.0016,0.0048,0.0077,0.0069,0.0039,0.0038,0.0040,0.0040,0.0036
mei,0.0041,0.0050,0.0082,0.0056,0.0035,0.0042,0.0064,0.0068,0.0066
meil,0.0062,0.0054,0.0072,0.0110,0.0101,0.0102,0.0085,0.0092,0.0046
meilleur,0.0034,0.0034,0.0028,0.0032,0.0032,0.0042,0.0029,0.0031,0.0027
meilleure,0.0028,0.0028,0.0031,0.0031,0.0030,0.0041,0.0034,0.0030,0.0031
meilleures,0.0033,0.0031,0.0042,0.0036,0.0042,0.0041,0.0039,0.0038,0.0035
meilleurs,0.0035,0.0044,0.0038,0.0035,0.0045,0.0050,0.0045,0.0044,0.0040
meis,0.0051,0.0042,0.0059,0.0031,0.0015,0.0014,0.0026,0.0018,0.0024
mel,0.0128,0.0082,0.0064,0.0102,0.0044,0.0093,0.0142,0.0130,0.0110
melius,0.0050,0.0062,0.0070,0.0043,0.0026,0.0033,0.0069,0.0030,0.0015
mem,0.0069,0.0177,0.0158,0.0208,0.0169,0.0184,0.0152,0.0152,0.0135
membre,0.0043,0.0036,0.0054,0.0058,0.0084,0.0063,0.0070,0.0069,0.0078
membres,0.0036,0.0034,0.0040,0.0028,0.0037,0.0037,0.0043,0.0048,0.0060
meme,0.0080,0.0076,0.0051,0.0106,0.0098,0.0053,0.0060,0.0062,0.0052
memes,0.0059,0.0066,0.0039,0.0110,0.0118,0.0049,0.0061,0.0067,0.0051
memoire,0.0041,0.0052,0.0048,0.0027,0.0061,0.0051,0.0048,0.0050,0.0030
memoires,0.0037,0.0066,0.0059,0.0068,0.0052,0.0034,0.0032,0.0054,0.0020
men,0.0087,0.0058,0.0064,0.0075,0.0065,0.0085,0.0109,0.0089,0.0079
mena,0.0025,0.0021,0.0032,0.0029,0.0026,0.0029,0.0030,0.0043,0.0032
menace,0.0030,0.0022,0.0040,0.0043,0.0038,0.0042,0.0045,0.0057,0.0045
menaces,0.0052,0.0041,0.0065,0.0062,0.0045,0.0043,0.0063,0.0054,0.0049
menacé,0.0036,0.0030,0.0069,0.0085,0.0053,0.0043,0.0056,0.0066,0.0057
mence,0.0049,0.0068,0.0111,0.0094,0.0109,0.0100,0.0096,0.0096,0.0070
mene,0.0094,0.0047,0.0046,0.0053,0.0060,0.0103,0.0076,0.0074,0.0029
mener,0.0042,0.0026,0.0034,0.0035,0.0026,0.0031,0.0031,0.0032,0.0028
menez,0.0083,0.0047,0.0048,0.0042,0.0046,0.0048,0.0058,0.0128,0.0045
menoit,0.0044,0.0039,0.0088,0.0055,0.0042,0.0036,0.0059,0.0107,0.0024
mens,0.0036,0.0041,0.0053,0.0053,0.0048,0.0051,0.0044,0.0044,0.0036
mensonge,0.0066,0.0058,0.0078,0.0063,0.0090,0.0088,0.0112,0.0092,0.0061
mensonges,0.0080,0.0061,0.0068,0.0070,0.0073,0.0112,0.0168,0.0109,0.0082
ment,0.0017,0.0019,0.0024,0.0022,0.0019,0.0022,0.0024,0.0024,0.0020
mente,0.0081,0.0106,0.0119,0.0071,0.0105,0.0126,0.0101,0.0109,0.0055
menti,0.0058,0.0057,0.0145,0.0033,0.0055,0.0079,0.0081,0.0090,0.0065
mention,0.0025,0.0020,0.0023,0.0019,0.0022,0.0022,0.0026,0.0023,0.0019
mentionnées,0.0035,0.0036,0.0033,0.0021,0.0031,0.0036,0.0032,0.0071,0.0046
mentir,0.0039,0.0021,0.0033,0.0024,0.0038,0.0075,0.0093,0.0086,0.0049
menton,0.0081,0.0037,0.0045,0.0069,0.0045,0.0094,0.0064,0.0076,0.0051
ments,0.0113,0.0093,0.0115,0.0070,0.0192,0.0399,0.0284,0.0149,0.0069
menu,0.0051,0.0026,0.0023,0.0026,0.0026,0.0041,0.0054,0.0039,0.0022
menues,0.0090,0.0033,0.0084,0.0041,0.0083,0.0102,0.0153,0.0071,0.0041
menus,0.0089,0.0042,0.0077,0.0029,0.0097,0.0128,0.0107,0.0089,0.0072
mené,0.0038,0.0037,0.0042,0.0036,0.0027,0.0027,0.0040,0.0057,0.0024
meo,0.0060,0.0034,0.0046,0.0030,0.0018,0.0012,0.0029,0.0012,0.0015
mer,0.0018,0.0017,0.0018,0.0021,0.0019,0.0019,0.0021,0.0023,0.0022
merce,0.0076,0.0048,0.0069,0.0056,0.0083,0.0070,0.0062,0.0063,0.0040
merci,0.0058,0.0041,0.0048,0.0068,0.0041,0.0053,0.0081,0.0082,0.0073
mercredi,0.0100,0.0117,0.0017,0.0039,0.0118,0.0139,0.0186,0.0095,0.0064
mercure,0.0080,0.0050,0.0069,0.0063,0.0096,0.0069,0.0068,0.0063,0.0062
mere,0.0022,0.0021,0.0021,0.0023,0.0023,0.0027,0.0031,0.0030,0.0025
meres,0.0037,0.0037,0.0033,0.0037,0.0042,0.0045,0.0053,0.0042,0.0018
merite,0.0045,0.0028,0.0044,0.0019,0.0025,0.0021,0.0015,0.0023,0.0014
merlin,0.0014,0.0009,0.0006,0.0008,0.0007,0.0010,0.0029,0.0007,0.0054
mers,0.0027,0.0033,0.0044,0.0047,0.0043,0.0044,0.0050,0.0048,0.0029
merveille,0.0038,0.0061,0.0049,0.0056,0.0054,0.0050,0.0090,0.0091,0.0067
merveilles,0.0035,0.0035,0.0035,0.0034,0.0038,0.0036,0.0049,0.0058,0.0031
merveilleuse,0.0026,0.0024,0.0023,0.0030,0.0042,0.0048,0.0058,0.0036,0.0022
merveilleux,0.0044,0.0037,0.0048,0.0040,0.0044,0.0053,0.0060,0.0054,0.0031
mes,0.0016,0.0014,0.0024,0.0024,0.0027,0.0032,0.0042,0.0064,0.0038
mesme,0.0054,0.0048,0.0053,0.0038,0.0013,0.0022,0.0032,0.0069,0.0003
messe,0.0036,0.0030,0.0022,0.0019,0.0020,0.0027,0.0022,0.0029,0.0024
messieurs,0.0034,0.0027,0.0037,0.0043,0.0030,0.0038,0.0038,0.0047,0.0044
mesure,0.0035,0.0035,0.0037,0.0038,0.0038,0.0041,0.0030,0.0030,0.0038
mesurer,0.0059,0.0027,0.0045,0.0079,0.0049,0.0120,0.0070,0.0064,0.0067
mesures,0.0027,0.0018,0.0025,0.0019,0.0028,0.0033,0.0028,0.0032,0.0038
mesuré,0.0095,0.0036,0.0069,0.0058,0.0068,0.0103,0.0110,0.0105,0.0088
met,0.0019,0.0018,0.0021,0.0021,0.0022,0.0025,0.0030,0.0027,0.0025
methode,0.0019,0.0022,0.0013,0.0016,0.0023,0.0017,0.0029,0.0010,0.0006
metre,0.0039,0.0033,0.0063,0.0048,0.0020,0.0048,0.0084,0.0044,0.0035
mets,0.0032,0.0026,0.0030,0.0038,0.0032,0.0036,0.0041,0.0048,0.0028
mettant,0.0028,0.0025,0.0036,0.0035,0.0035,0.0045,0.0039,0.0041,0.0034
mette,0.0035,0.0026,0.0033,0.0029,0.0035,0.0036,0.0039,0.0042,0.0029
mettent,0.0021,0.0021,0.0026,0.0025,0.0029,0.0036,0.0041,0.0037,0.0033
mettez,0.0026,0.0013,0.0016,0.0017,0.0025,0.0031,0.0035,0.0034,0.0028
mettoient,0.0059,0.0041,0.0056,0.0055,0.0052,0.0043,0.0075,0.0069,0.0032
mettoit,0.0023,0.0034,0.0050,0.0042,0.0043,0.0044,0.0053,0.0044,0.0038
mettons,0.0032,0.0029,0.0039,0.0038,0.0036,0.0052,0.0055,0.0061,0.0029
mettra,0.0029,0.0020,0.0029,0.0031,0.0039,0.0047,0.0052,0.0047,0.0042
mettrai,0.0040,0.0033,0.0042,0.0034,0.0046,0.0042,0.0055,0.0087,0.0047
mettre,0.0021,0.0019,0.0021,0.0020,0.0016,0.0021,0.0016,0.0017,0.0017
mettrez,0.0027,0.0010,0.0013,0.0005,0.0011,0.0011,0.0041,0.0012,0.0010
mettroit,0.0025,0.0040,0.0061,0.0053,0.0058,0.0065,0.0047,0.0063,0.0051
mettront,0.0092,0.0047,0.0059,0.0065,0.0056,0.0107,0.0094,0.0075,0.0062
metz,0.0060,0.0068,0.0049,0.0045,0.0121,0.0076,0.0100,0.0112,0.0086
meu,0.0089,0.0095,0.0142,0.0165,0.0131,0.0112,0.0122,0.0194,0.0090
meuble,0.0020,0.0015,0.0012,0.0028,0.0020,0.0051,0.0054,0.0054,0.0090
meubles,0.0021,0.0018,0.0020,0.0021,0.0023,0.0028,0.0028,0.0030,0.0025
meum,0.0079,0.0035,0.0079,0.0046,0.0017,0.0021,0.0029,0.0018,0.0019
meur,0.0039,0.0070,0.0042,0.0115,0.0082,0.0089,0.0110,0.0127,0.0074
meure,0.0039,0.0040,0.0039,0.0044,0.0039,0.0060,0.0055,0.0071,0.0054
meurent,0.0023,0.0031,0.0030,0.0041,0.0031,0.0049,0.0054,0.0045,0.0034
meures,0.0068,0.0037,0.0042,0.0029,0.0025,0.0045,0.0055,0.0066,0.0045
meurs,0.0046,0.0028,0.0065,0.0065,0.0077,0.0081,0.0091,0.0098,0.0076
meurt,0.0051,0.0030,0.0074,0.0056,0.0061,0.0053,0.0056,0.0051,0.0040
meurtre,0.0046,0.0057,0.0084,0.0077,0.0056,0.0065,0.0072,0.0059,0.0048
meurtres,0.0045,0.0045,0.0076,0.0089,0.0048,0.0064,0.0075,0.0053,0.0065
meurtrier,0.0053,0.0061,0.0100,0.0069,0.0057,0.0084,0.0115,0.0112,0.0074
meut,0.0015,0.0043,0.0040,0.0072,0.0048,0.0090,0.0081,0.0051,0.0033
mexique,0.0065,0.0147,0.0038,0.0186,0.0111,0.0116,0.0201,0.0109,0.0034
mez,0.0131,0.0090,0.0114,0.0099,0.0051,0.0037,0.0037,0.0104,0.0029
mia,0.0067,0.0071,0.0095,0.0052,0.0040,0.0087,0.0047,0.0076,0.0085
miais,0.0063,0.0088,0.0074,0.0121,0.0082,0.0132,0.0181,0.0151,0.0165
michel,0.0046,0.0043,0.0029,0.0041,0.0051,0.0079,0.0082,0.0064,0.0063
midi,0.0023,0.0029,0.0028,0.0034,0.0030,0.0030,0.0033,0.0032,0.0033
mie,0.0047,0.0038,0.0055,0.0048,0.0072,0.0070,0.0073,0.0084,0.0076
miel,0.0033,0.0022,0.0024,0.0020,0.0026,0.0044,0.0057,0.0043,0.0033
mien,0.0030,0.0024,0.0041,0.0050,0.0055,0.0050,0.0059,0.0072,0.0056
mienne,0.0040,0.0030,0.0057,0.0064,0.0062,0.0060,0.0073,0.0101,0.0065
miennes,0.0027,0.0035,0.0072,0.0073,0.0086,0.0068,0.0085,0.0101,0.0062
miens,0.0052,0.0029,0.0070,0.0064,0.0064,0.0067,0.0068,0.0088,0.0056
mier,0.0053,0.0045,0.0045,0.0049,0.0054,0.0050,0.0049,0.0053,0.0036
miere,0.0032,0.0034,0.0047,0.0045,0.0048,0.0049,0.0047,0.0047,0.0020
miers,0.0051,0.0054,0.0054,0.0058,0.0067,0.0058,0.0056,0.0055,0.0041
mieux,0.0019,0.0022,0.0022,0.0024,0.0021,0.0026,0.0024,0.0029,0.0023
mihi,0.0029,0.0033,0.0037,0.0022,0.0018,0.0020,0.0042,0.0024,0.0015
mii,0.0056,0.0080,0.0055,0.0070,0.0059,0.0088,0.0091,0.0108,0.0142
mil,0.0047,0.0036,0.0046,0.0046,0.0043,0.0034,0.0026,0.0044,0.0032
milan,0.0026,0.0041,0.0081,0.0048,0.0049,0.0055,0.0056,0.0071,0.0036
mile,0.0080,0.0111,0.0130,0.0128,0.0075,0.0080,0.0105,0.0113,0.0097
miles,0.0033,0.0032,0.0040,0.0039,0.0039,0.0038,0.0051,0.0042,0.0039
milice,0.0147,0.0280,0.0255,0.0150,0.0101,0.0129,0.0108,0.0106,0.0121
milieu,0.0021,0.0021,0.0025,0.0020,0.0020,0.0023,0.0024,0.0028,0.0024
militaire,0.0051,0.0082,0.0090,0.0059,0.0075,0.0069,0.0064,0.0056,0.0060
militaires,0.0056,0.0110,0.0108,0.0072,0.0088,0.0090,0.0090,0.0082,0.0083
mille,0.0018,0.0017,0.0022,0.0018,0.0019,0.0021,0.0024,0.0028,0.0030
milles,0.0092,0.0113,0.0151,0.0154,0.0074,0.0067,0.0088,0.0070,0.0069
millier,0.0036,0.0033,0.0070,0.0031,0.0039,0.0072,0.0041,0.0047,0.0072
milliers,0.0062,0.0052,0.0072,0.0059,0.0060,0.0085,0.0076,0.0066,0.0059
million,0.0027,0.0028,0.0036,0.0055,0.0055,0.0062,0.0066,0.0062,0.0053
millions,0.0031,0.0026,0.0040,0.0030,0.0046,0.0041,0.0037,0.0047,0.0038
milord,0.0075,0.0028,0.0125,0.0109,0.0225,0.0255,0.0166,0.0153,0.0088
mime,0.0049,0.0064,0.0067,0.0068,0.0063,0.0079,0.0085,0.0081,0.0059
mimes,0.0159,0.0102,0.0119,0.0110,0.0078,0.0099,0.0116,0.0125,0.0110
min,0.0086,0.0099,0.0107,0.0161,0.0081,0.0090,0.0095,0.0140,0.0108
mince,0.0041,0.0076,0.0037,0.0064,0.0051,0.0091,0.0078,0.0059,0.0050
minces,0.0038,0.0083,0.0046,0.0062,0.0062,0.0122,0.0098,0.0058,0.0038
mine,0.0039,0.0031,0.0080,0.0043,0.0053,0.0067,0.0085,0.0036,0.0048
miner,0.0045,0.0052,0.0082,0.0131,0.0130,0.0148,0.0122,0.0130,0.0082
minerve,0.0100,0.0034,0.0046,0.0021,0.0045,0.0056,0.0051,0.0059,0.0023
mines,0.0129,0.0053,0.0085,0.0066,0.0063,0.0061,0.0080,0.0056,0.0049
mineur,0.0011,0.0004,0.0019,0.0016,0.0039,0.0029,0.0037,0.0033,0.0036
mineure,0.0020,0.0032,0.0085,0.0039,0.0095,0.0058,0.0081,0.0070,0.0043
mineurs,0.0018,0.0012,0.0013,0.0017,0.0026,0.0025,0.0049,0.0035,0.0028
mini,0.0047,0.0061,0.0063,0.0076,0.0055,0.0081,0.0088,0.0077,0.0104
minime,0.0061,0.0082,0.0062,0.0052,0.0026,0.0055,0.0089,0.0032,0.0047
ministere,0.0057,0.0052,0.0073,0.0047,0.0101,0.0113,0.0119,0.0111,0.0108
ministre,0.0057,0.0046,0.0046,0.0038,0.0039,0.0037,0.0040,0.0051,0.0062
ministres,0.0052,0.0032,0.0038,0.0037,0.0040,0.0034,0.0037,0.0033,0.0050
ministère,0.0064,0.0019,0.0076,0.0048,0.0091,0.0082,0.0136,0.0111,0.0136
minorité,0.0047,0.0028,0.0054,0.0049,0.0034,0.0016,0.0028,0.0024,0.0082
minuit,0.0051,0.0046,0.0045,0.0052,0.0045,0.0045,0.0040,0.0070,0.0062
minus,0.0033,0.0036,0.0056,0.0025,0.0022,0.0020,0.0061,0.0024,0.0012
minute,0.0062,0.0115,0.0085,0.0129,0.0076,0.0139,0.0118,0.0092,0.0081
minutes,0.0059,0.0107,0.0083,0.0153,0.0077,0.0117,0.0095,0.0105,0.0086
mir,0.0054,0.0063,0.0034,0.0111,0.0085,0.0097,0.0078,0.0099,0.0087
mira,0.0079,0.0124,0.0071,0.0147,0.0071,0.0076,0.0156,0.0085,0.0178
miracle,0.0040,0.0049,0.0055,0.0040,0.0044,0.0060,0.0064,0.0049,0.0034
miracles,0.0026,0.0032,0.0037,0.0019,0.0042,0.0048,0.0041,0.0030,0.0025
mire,0.0054,0.0051,0.0069,0.0050,0.0103,0.0084,0.0139,0.0095,0.0131
mirent,0.0020,0.0019,0.0033,0.0035,0.0033,0.0040,0.0043,0.0044,0.0030
miroir,0.0083,0.0046,0.0092,0.0083,0.0077,0.0069,0.0107,0.0056,0.0044
mis,0.0021,0.0018,0.0021,0.0015,0.0015,0.0015,0.0018,0.0018,0.0019
mise,0.0036,0.0031,0.0039,0.0031,0.0035,0.0035,0.0039,0.0039,0.0033
miserable,0.0055,0.0058,0.0031,0.0022,0.0027,0.0013,0.0018,0.0031,0.0015
misere,0.0051,0.0051,0.0055,0.0066,0.0083,0.0084,0.0083,0.0061,0.0044
miseres,0.0036,0.0046,0.0047,0.0040,0.0072,0.0058,0.0076,0.0061,0.0014
mises,0.0025,0.0023,0.0032,0.0034,0.0030,0.0045,0.0040,0.0042,0.0033
mission,0.0137,0.0115,0.0074,0.0094,0.0102,0.0085,0.0097,0.0108,0.0137
misère,0.0070,0.0060,0.0078,0.0076,0.0118,0.0119,0.0133,0.0121,0.0097
misérable,0.0050,0.0059,0.0077,0.0078,0.0086,0.0081,0.0091,0.0108,0.0055
misérables,0.0040,0.0094,0.0085,0.0109,0.0098,0.0081,0.0096,0.0071,0.0072
miséricorde,0.0047,0.0043,0.0040,0.0039,0.0071,0.0066,0.0054,0.0051,0.0046
mit,0.0016,0.0016,0.0022,0.0022,0.0027,0.0031,0.0031,0.0027,0.0023
mittere,0.0089,0.0077,0.0143,0.0063,0.0064,0.0067,0.0102,0.0059,0.0053
mlle,0.0028,0.0019,0.0031,0.0043,0.0119,0.0053,0.0090,0.0097,0.0036
mme,0.0029,0.0014,0.0027,0.0017,0.0020,0.0021,0.0024,0.0039,0.0041
mmes,0.0102,0.0071,0.0064,0.0062,0.0075,0.0076,0.0111,0.0120,0.0116
mmne,0.0058,0.0058,0.0060,0.0097,0.0121,0.0122,0.0139,0.0151,0.0147
mne,0.0061,0.0082,0.0062,0.0128,0.0104,0.0107,0.0095,0.0109,0.0122
mnes,0.0088,0.0099,0.0067,0.0105,0.0119,0.0133,0.0183,0.0164,0.0136
mni,0.0089,0.0106,0.0049,0.0074,0.0073,0.0109,0.0097,0.0112,0.0138
mnme,0.0046,0.0061,0.0057,0.0059,0.0083,0.0072,0.0086,0.0088,0.0066
mobile,0.0039,0.0105,0.0088,0.0070,0.0096,0.0171,0.0111,0.0093,0.0080
mod,0.0042,0.0054,0.0091,0.0026,0.0057,0.0063,0.0096,0.0058,0.0037
mode,0.0043,0.0047,0.0042,0.0058,0.0069,0.0064,0.0055,0.0046,0.0108
modele,0.0063,0.0044,0.0044,0.0056,0.0093,0.0076,0.0112,0.0093,0.0042
modern,0.0022,0.0029,0.0030,0.0030,0.0039,0.0047,0.0036,0.0050,0.0058
moderne,0.0076,0.0114,0.0077,0.0098,0.0085,0.0088,0.0079,0.0071,0.0068
modernes,0.0023,0.0038,0.0029,0.0037,0.0037,0.0034,0.0039,0.0035,0.0034
modes,0.0012,0.0022,0.0023,0.0046,0.0064,0.0091,0.0079,0.0095,0.0058
modeste,0.0037,0.0026,0.0058,0.0034,0.0064,0.0053,0.0083,0.0094,0.0057
modestie,0.0053,0.0050,0.0066,0.0052,0.0073,0.0046,0.0064,0.0061,0.0046
modifications,0.0013,0.0074,0.0019,0.0069,0.0063,0.0111,0.0081,0.0095,0.0084
modique,0.0041,0.0031,0.0060,0.0051,0.0084,0.0149,0.0102,0.0071,0.0070
modo,0.0045,0.0048,0.0069,0.0037,0.0055,0.0026,0.0047,0.0023,0.0015
modèle,0.0080,0.0064,0.0146,0.0075,0.0156,0.0135,0.0111,0.0093,0.0066
modération,0.0051,0.0069,0.0120,0.0083,0.0098,0.0080,0.0102,0.0074,0.0071
modérer,0.0070,0.0079,0.0196,0.0153,0.0211,0.0162,0.0161,0.0119,0.0092
modéré,0.0047,0.0047,0.0155,0.0101,0.0184,0.0141,0.0186,0.0136,0.0142
moeurs,0.0033,0.0034,0.0036,0.0034,0.0043,0.0044,0.0049,0.0038,0.0038
moi,0.0018,0.0017,0.0026,0.0027,0.0028,0.0034,0.0036,0.0071,0.0040
moien,0.0023,0.0067,0.0080,0.0030,0.0043,0.0030,0.0014,0.0013,0.0011
moilon,0.0076,0.0065,0.0050,0.0061,0.0044,0.0059,0.0059,0.0090,0.0036
moilons,0.0142,0.0068,0.0041,0.0067,0.0032,0.0115,0.0068,0.0090,0.0036
moin,0.0075,0.0067,0.0080,0.0096,0.0074,0.0082,0.0068,0.0066,0.0047
moindre,0.0034,0.0030,0.0034,0.0034,0.0033,0.0035,0.0033,0.0034,0.0030
moindres,0.0037,0.0037,0.0056,0.0054,0.0054,0.0059,0.0052,0.0054,0.0053
moine,0.0026,0.0057,0.0056,0.0030,0.0051,0.0062,0.0061,0.0058,0.0050
moines,0.0026,0.0075,0.0073,0.0047,0.0050,0.0062,0.0059,0.0058,0.0051
moins,0.0031,0.0039,0.0040,0.0046,0.0049,0.0062,0.0057,0.0059,0.0058
moire,0.0040,0.0080,0.0085,0.0144,0.0141,0.0195,0.0140,0.0149,0.0107
mois,0.0024,0.0023,0.0025,0.0023,0.0026,0.0023,0.0027,0.0030,0.0027
moisson,0.0104,0.0037,0.0033,0.0049,0.0090,0.0124,0.0101,0.0061,0.0052
moit,0.0081,0.0071,0.0108,0.0127,0.0121,0.0138,0.0095,0.0128,0.0073
moitié,0.0025,0.0025,0.0025,0.0022,0.0025,0.0030,0.0026,0.0025,0.0028
mol,0.0085,0.0116,0.0524,0.0122,0.0111,0.0136,0.0161,0.0147,0.0150
molle,0.0049,0.0039,0.0052,0.0072,0.0066,0.0116,0.0086,0.0087,0.0037
momens,0.0012,0.0019,0.0037,0.0040,0.0041,0.0037,0.0046,0.0049,0.0042
moment,0.0030,0.0031,0.0033,0.0039,0.0028,0.0031,0.0038,0.0054,0.0035
moments,0.0042,0.0025,0.0026,0.0021,0.0021,0.0039,0.0062,0.0051,0.0033
momus,0.0083,0.0016,0.0066,0.0020,0.0067,0.0016,0.0118,0.0083,0.0018
mon,0.0014,0.0012,0.0021,0.0024,0.0024,0.0028,0.0035,0.0067,0.0034
monarchie,0.0048,0.0051,0.0075,0.0054,0.0064,0.0047,0.0065,0.0058,0.0076
monarque,0.0031,0.0040,0.0037,0.0049,0.0043,0.0043,0.0064,0.0053,0.0060
monarques,0.0024,0.0048,0.0043,0.0061,0.0093,0.0069,0.0102,0.0067,0.0076
monastere,0.0010,0.0057,0.0018,0.0022,0.0013,0.0017,0.0029,0.0026,0.0015
monceau,0.0063,0.0057,0.0223,0.0095,0.0145,0.0170,0.0120,0.0084,0.0082
monceaux,0.0100,0.0056,0.0085,0.0064,0.0057,0.0067,0.0118,0.0098,0.0075
monde,0.0022,0.0024,0.0027,0.0025,0.0030,0.0027,0.0031,0.0032,0.0027
monnoie,0.0016,0.0018,0.0035,0.0062,0.0063,0.0086,0.0085,0.0067,0.0068
monnoies,0.0013,0.0026,0.0074,0.0046,0.0085,0.0110,0.0089,0.0104,0.0069
monnoye,0.0015,0.0016,0.0019,0.0012,0.0018,0.0018,0.0022,0.0011,0.0014
monnoyé,0.0014,0.0015,0.0028,0.0025,0.0026,0.0045,0.0033,0.0028,0.0024
monnoyés,0.0009,0.0014,0.0015,0.0016,0.0011,0.0019,0.0007,0.0006,0.0013
monograph,0.0026,0.0040,0.0019,0.0018,0.0032,0.0042,0.0032,0.0038,0.0069
mons,0.0139,0.0086,0.0141,0.0108,0.0075,0.0128,0.0175,0.0104,0.0093
monseigneur,0.0022,0.0028,0.0026,0.0028,0.0032,0.0035,0.0036,0.0039,0.0032
monsieur,0.0016,0.0018,0.0019,0.0028,0.0021,0.0027,0.0033,0.0061,0.0035
monstre,0.0044,0.0030,0.0060,0.0072,0.0072,0.0075,0.0091,0.0081,0.0074
monstres,0.0043,0.0040,0.0051,0.0087,0.0068,0.0110,0.0091,0.0069,0.0076
mont,0.0047,0.0039,0.0052,0.0043,0.0056,0.0054,0.0065,0.0059,0.0055
monta,0.0024,0.0030,0.0039,0.0038,0.0049,0.0047,0.0058,0.0053,0.0047
montagne,0.0041,0.0037,0.0045,0.0048,0.0040,0.0038,0.0043,0.0036,0.0041
montagnes,0.0025,0.0035,0.0029,0.0035,0.0026,0.0028,0.0037,0.0037,0.0035
montans,0.0042,0.0047,0.0092,0.0039,0.0109,0.0079,0.0073,0.0168,0.0017
montant,0.0035,0.0054,0.0059,0.0071,0.0086,0.0078,0.0073,0.0068,0.0066
montauban,0.0031,0.0098,0.0031,0.0021,0.0146,0.0094,0.0060,0.0101,0.0049
monte,0.0020,0.0023,0.0030,0.0039,0.0028,0.0041,0.0043,0.0045,0.0046
montent,0.0039,0.0044,0.0035,0.0045,0.0050,0.0061,0.0066,0.0074,0.0058
monter,0.0025,0.0031,0.0030,0.0034,0.0026,0.0026,0.0028,0.0026,0.0024
montez,0.0036,0.0090,0.0041,0.0023,0.0048,0.0019,0.0035,0.0089,0.0037
montfort,0.0050,0.0091,0.0041,0.0035,0.0062,0.0026,0.0034,0.0102,0.0054
montoit,0.0060,0.0076,0.0137,0.0085,0.0096,0.0099,0.0090,0.0087,0.0055
montpellier,0.0025,0.0060,0.0028,0.0082,0.0080,0.0097,0.0074,0.0095,0.0059
montra,0.0032,0.0023,0.0050,0.0039,0.0044,0.0059,0.0076,0.0070,0.0073
montrant,0.0034,0.0026,0.0047,0.0039,0.0043,0.0057,0.0055,0.0080,0.0049
montre,0.0035,0.0041,0.0053,0.0060,0.0050,0.0052,0.0060,0.0061,0.0052
montrent,0.0031,0.0050,0.0079,0.0054,0.0078,0.0086,0.0102,0.0074,0.0060
montrer,0.0062,0.0052,0.0060,0.0053,0.0062,0.0062,0.0059,0.0066,0.0051
montrez,0.0028,0.0022,0.0047,0.0021,0.0036,0.0054,0.0076,0.0094,0.0064
montré,0.0059,0.0036,0.0053,0.0034,0.0057,0.0048,0.0065,0.0069,0.0062
monts,0.0062,0.0055,0.0106,0.0074,0.0147,0.0106,0.0140,0.0118,0.0073
monté,0.0021,0.0025,0.0032,0.0026,0.0030,0.0042,0.0041,0.0041,0.0034
montée,0.0041,0.0062,0.0065,0.0105,0.0067,0.0160,0.0091,0.0079,0.0060
monumens,0.0026,0.0061,0.0073,0.0056,0.0065,0.0051,0.0064,0.0054,0.0040
monument,0.0036,0.0061,0.0077,0.0048,0.0067,0.0060,0.0076,0.0064,0.0049
moque,0.0041,0.0033,0.0041,0.0018,0.0036,0.0045,0.0081,0.0082,0.0034
moquer,0.0042,0.0031,0.0038,0.0034,0.0036,0.0051,0.0078,0.0085,0.0041
mor,0.0069,0.0091,0.0074,0.0081,0.0097,0.0103,0.0120,0.0097,0.0088
moral,0.0049,0.0093,0.0062,0.0077,0.0150,0.0163,0.0166,0.0122,0.0118
morale,0.0035,0.0026,0.0039,0.0036,0.0049,0.0052,0.0069,0.0046,0.0052
morales,0.0100,0.0094,0.0055,0.0067,0.0118,0.0128,0.0113,0.0093,0.0094
morbleu,0.0083,0.0044,0.0049,0.0032,0.0039,0.0051,0.0056,0.0108,0.0047
morceau,0.0027,0.0025,0.0028,0.0030,0.0045,0.0056,0.0044,0.0040,0.0049
morceaux,0.0027,0.0025,0.0027,0.0026,0.0038,0.0038,0.0045,0.0038,0.0038
mordre,0.0054,0.0074,0.0074,0.0061,0.0062,0.0092,0.0146,0.0102,0.0062
more,0.0034,0.0045,0.0038,0.0065,0.0046,0.0043,0.0055,0.0041,0.0065
mores,0.0245,0.0167,0.0148,0.0575,0.0080,0.0064,0.0098,0.0113,0.0035
mors,0.0077,0.0067,0.0114,0.0123,0.0067,0.0078,0.0159,0.0094,0.0050
mort,0.0019,0.0017,0.0022,0.0017,0.0015,0.0018,0.0022,0.0021,0.0015
morte,0.0033,0.0038,0.0031,0.0038,0.0032,0.0043,0.0040,0.0040,0.0041
mortel,0.0037,0.0031,0.0046,0.0044,0.0053,0.0050,0.0071,0.0069,0.0049
mortelle,0.0025,0.0024,0.0045,0.0052,0.0043,0.0039,0.0063,0.0064,0.0047
mortelles,0.0031,0.0033,0.0048,0.0051,0.0042,0.0073,0.0072,0.0081,0.0051
