# Mots stables — candidats local anchors
# format: mot | drift_moyen | drift_global

dialogues	0.0025	0.0709
j'étois	0.0025	0.0926
pût	0.0025	0.1121
neveu	0.0025	0.0915
jeu	0.0025	0.0902
concerts	0.0025	0.0838
tenir	0.0025	0.1002
bouillir	0.0025	0.0839
poids	0.0025	0.0897
prenez	0.0025	0.0819
prochains	0.0025	0.0656
contre	0.0025	0.1092
roi	0.0025	0.1084
mere	0.0025	0.0786
sang	0.0025	0.0925
cours	0.0025	0.0914
laissa	0.0025	0.0947
mineurs	0.0025	0.0641
maladies	0.0025	0.0978
auteur	0.0025	0.0967
année	0.0025	0.1025
homme	0.0025	0.0919
appelloit	0.0025	0.0881
j'aye	0.0025	0.0709
aiment	0.0025	0.0997
diviser	0.0025	0.0837
soldats	0.0025	0.0919
marques	0.0025	0.1018
citron	0.0025	0.0803
pourra	0.0025	0.1117
sur	0.0025	0.1137
pouvait	0.0025	0.0915
economics	0.0025	0.1043
procureur	0.0025	0.0803
parler	0.0025	0.0838
ocr	0.0025	0.1115
païs	0.0025	0.0653
ait	0.0025	0.1201
princes	0.0025	0.1016
toi	0.0025	0.0892
femme	0.0025	0.0962
cour	0.0025	0.0843
s'en	0.0025	0.0953
railler	0.0025	0.0516
trinité	0.0025	0.0630
imprimeurs	0.0025	0.0914
prions	0.0025	0.0875
mineur	0.0025	0.0627
officiers	0.0025	0.0940
determine	0.0025	0.0460
divertir	0.0025	0.0692
stile	0.0025	0.0635
livres	0.0025	0.0957
seigneur	0.0025	0.0873
beaux	0.0025	0.0988
per	0.0025	0.0829
quare	0.0025	0.0740
biens	0.0025	0.0940
appellons	0.0025	0.0808
pria	0.0025	0.0776
prend	0.0025	0.1129
petites	0.0025	0.0894
celebre	0.0025	0.0542
jours	0.0025	0.1163
voulez	0.0025	0.0978
mettez	0.0025	0.0894
n'étant	0.0025	0.1024
m'étant	0.0025	0.0659
donnerez	0.0025	0.0846
tel	0.0025	0.0899
prenne	0.0025	0.0930
what	0.0025	0.0771
feront	0.0025	0.1111
peu	0.0025	0.1019
regle	0.0025	0.0852
s'agit	0.0025	0.1011
habits	0.0025	0.0868
jugé	0.0025	0.0906
titre	0.0025	0.0986
reflexions	0.0025	0.0701
commercial	0.0025	0.1030
dieux	0.0025	0.0864
rente	0.0025	0.0739
pais	0.0025	0.0647
vaisseau	0.0025	0.0873
prie	0.0025	0.0872
lendemain	0.0025	0.0868
prennent	0.0025	0.1015
l'hyver	0.0025	0.0735
presence	0.0025	0.0460
one	0.0025	0.0692
seulement	0.0025	0.1108
interêts	0.0025	0.0672
garnir	0.0025	0.0666
étre	0.0025	0.0964
trouvent	0.0025	0.1105
manger	0.0025	0.0883
m'avez	0.0025	0.0991
viendra	0.0025	0.0873
acheter	0.0025	0.0881
quoy	0.0025	0.0574
quelques	0.0025	0.1271
nihil	0.0025	0.0677
congé	0.0025	0.0870
mois	0.0025	0.1082
étoit	0.0025	0.1193
neanmoins	0.0025	0.0529
bonnes	0.0025	0.0992
devoient	0.0025	0.1070
couper	0.0025	0.0818
kress	0.0025	0.0919
jeunes	0.0025	0.0972
épouser	0.0025	0.0749
cho	0.0025	0.0825
défunt	0.0025	0.0721
faisoit	0.0025	0.1108
reduite	0.0025	0.0571
messe	0.0025	0.0773
d'amsterdam	0.0025	0.0642
d'avoir	0.0025	0.1164
statuts	0.0025	0.0834
pendant	0.0025	0.1246
ravi	0.0025	0.0744
will	0.0025	0.0725
remettre	0.0025	0.0974
ouï	0.0025	0.0861
droit	0.0025	0.0894
d'autres	0.0025	0.1215
vents	0.0025	0.0897
university	0.0025	0.0816
n'avoir	0.0025	0.1048
entrer	0.0025	0.1054
marchand	0.0025	0.0824
avaler	0.0025	0.0733
n'auroit	0.0025	0.1161
c'étoit	0.0025	0.1032
pouvions	0.0025	0.0914
furent	0.0025	0.1004
t'ai	0.0025	0.0780
d'être	0.0025	0.1079
vinaigre	0.0025	0.0664
lumiere	0.0025	0.0823
m'a	0.0026	0.1041
chaque	0.0026	0.1154
your	0.0026	0.0687
aise	0.0026	0.0876
quelle	0.0026	0.1133
moitié	0.0026	0.0957
expliqué	0.0026	0.0833
amiral	0.0026	0.0770
aye	0.0026	0.0689
declaré	0.0026	0.0579
mandé	0.0026	0.0952
cent	0.0026	0.0978
estoit	0.0026	0.0746
paul	0.0026	0.0638
voix	0.0026	0.1000
hors	0.0026	0.0924
celle	0.0026	0.1213
voulons	0.0026	0.0822
amen	0.0026	0.0673
mari	0.0026	0.0884
maisons	0.0026	0.0960
s'y	0.0026	0.1094
tomber	0.0026	0.1019
mêlez	0.0026	0.0687
