word,modele,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree,disponible
sincérité,camembert,1700-1710,1770-1780,0.031914,0.968086,103,408,,True
sincérité,dalembert,1700-1710,1770-1780,,,103,408,,False
lisette,camembert,1730-1740,1789-1802,,,1849,268,,False
lisette,dalembert,1730-1740,1789-1802,,,1849,268,,False
certa,camembert,1780-1789,1789-1802,0.010982,0.989018,100,77,,True
certa,dalembert,1780-1789,1789-1802,,,100,77,,False
ravages,camembert,1700-1710,1789-1802,0.028321,0.971679,53,1057,,True
ravages,dalembert,1700-1710,1789-1802,,,53,1057,,False
inconnues,camembert,1700-1710,1720-1730,0.022739,0.977261,72,130,,True
inconnues,dalembert,1700-1710,1720-1730,,,72,130,,False
d'exercer,camembert,1700-1710,1720-1730,,,113,152,,False
d'exercer,dalembert,1700-1710,1720-1730,,,113,152,,False
m'appelle,camembert,1700-1710,1740-1750,,,65,103,,False
m'appelle,dalembert,1700-1710,1740-1750,,,65,103,,False
sine,camembert,1730-1740,1750-1760,0.045918,0.954082,634,270,,True
sine,dalembert,1730-1740,1750-1760,,,634,270,,False
fermées,camembert,1720-1730,1730-1740,0.013079,0.986921,137,175,,True
fermées,dalembert,1720-1730,1730-1740,,,137,175,,False
loca,camembert,1770-1780,1789-1802,0.031505,0.968495,191,88,,True
loca,dalembert,1770-1780,1789-1802,,,191,88,,False
bancs,camembert,1730-1740,1770-1780,0.014259,0.985741,138,653,,True
bancs,dalembert,1730-1740,1770-1780,,,138,653,,False
gestes,camembert,1700-1710,1730-1740,0.024004,0.975996,64,176,,True
gestes,dalembert,1700-1710,1730-1740,,,64,176,,False
mea,camembert,1740-1750,1770-1780,,,643,337,,False
mea,dalembert,1740-1750,1770-1780,,,643,337,,False
disciple,camembert,1700-1710,1780-1789,,,168,1038,,False
disciple,dalembert,1700-1710,1780-1789,,,168,1038,,False
cùm,camembert,1720-1730,1770-1780,,,750,2234,,False
cùm,dalembert,1720-1730,1770-1780,,,750,2234,,False
quibus,camembert,1730-1740,1770-1780,,,1572,2180,,False
quibus,dalembert,1730-1740,1770-1780,,,1572,2180,,False
bains,camembert,1700-1710,1780-1789,0.009103,0.990897,139,1212,,True
bains,dalembert,1700-1710,1780-1789,,,139,1212,,False
circa,camembert,1700-1710,1770-1780,0.02635,0.97365,84,775,,True
circa,dalembert,1700-1710,1770-1780,,,84,775,,False
fécondité,camembert,1700-1710,1770-1780,0.019297,0.980703,126,1068,,True
fécondité,dalembert,1700-1710,1770-1780,,,126,1068,,False
subtile,camembert,1720-1730,1730-1740,,,79,190,,False
subtile,dalembert,1720-1730,1730-1740,,,79,190,,False
partagent,camembert,1710-1720,1720-1730,0.012163,0.987837,83,139,,True
partagent,dalembert,1710-1720,1720-1730,,,83,139,,False
qu'après,camembert,1700-1710,1710-1720,,,674,1203,,False
qu'après,dalembert,1700-1710,1710-1720,,,674,1203,,False
perce,camembert,1700-1710,1770-1780,0.011992,0.988008,145,928,,True
perce,dalembert,1700-1710,1770-1780,,,145,928,,False
quem,camembert,1730-1740,1770-1780,,,1651,1593,,False
quem,dalembert,1730-1740,1770-1780,,,1651,1593,,False
huiles,camembert,1700-1710,1730-1740,0.018082,0.981918,66,564,,True
huiles,dalembert,1700-1710,1730-1740,,,66,564,,False
nerfs,camembert,1710-1720,1760-1770,,,155,990,,False
nerfs,dalembert,1710-1720,1760-1770,,,155,990,,False
l'image,camembert,1710-1720,1789-1802,,,345,1216,,False
l'image,dalembert,1710-1720,1789-1802,,,345,1216,,False
pernicieux,camembert,1720-1730,1789-1802,0.036914,0.963086,229,444,,True
pernicieux,dalembert,1720-1730,1789-1802,,,229,444,,False
accuse,camembert,1700-1710,1730-1740,0.011405,0.988595,52,103,,True
accuse,dalembert,1700-1710,1730-1740,,,52,103,,False
eodem,camembert,1730-1740,1770-1780,,,627,835,,False
eodem,dalembert,1730-1740,1770-1780,,,627,835,,False
entr'eux,camembert,1700-1710,1760-1770,,,252,1571,,False
entr'eux,dalembert,1700-1710,1760-1770,,,252,1571,,False
accompagnées,camembert,1710-1720,1789-1802,0.017858,0.982142,79,214,,True
accompagnées,dalembert,1710-1720,1789-1802,,,79,214,,False
allume,camembert,1710-1720,1770-1780,0.011436,0.988564,59,333,,True
allume,dalembert,1710-1720,1770-1780,,,59,333,,False
l'ouverture,camembert,1740-1750,1789-1802,,,750,1322,,False
l'ouverture,dalembert,1740-1750,1789-1802,,,750,1322,,False
troncs,camembert,1710-1720,1760-1770,0.034985,0.965015,59,357,,True
troncs,dalembert,1710-1720,1760-1770,,,59,357,,False
concilier,camembert,1700-1710,1780-1789,0.02976,0.97024,87,1342,,True
concilier,dalembert,1700-1710,1780-1789,,,87,1342,,False
perfectionner,camembert,1700-1710,1710-1720,0.0121,0.9879,91,181,,True
perfectionner,dalembert,1700-1710,1710-1720,,,91,181,,False
possede,camembert,1710-1720,1720-1730,,,183,356,,False
possede,dalembert,1710-1720,1720-1730,,,183,356,,False
lege,camembert,1720-1730,1770-1780,0.012809,0.987191,156,406,,True
lege,dalembert,1720-1730,1770-1780,,,156,406,,False
jusqu'alors,camembert,1710-1720,1770-1780,,,295,1245,,False
jusqu'alors,dalembert,1710-1720,1770-1780,,,295,1245,,False
pontificat,camembert,1740-1750,1760-1770,,,81,102,,False
pontificat,dalembert,1740-1750,1760-1770,,,81,102,,False
envoyés,camembert,1720-1730,1789-1802,0.015262,0.984738,134,2031,,True
envoyés,dalembert,1720-1730,1789-1802,,,134,2031,,False
d'exiger,camembert,1700-1710,1720-1730,,,61,109,,False
d'exiger,dalembert,1700-1710,1720-1730,,,61,109,,False
rerum,camembert,1720-1730,1770-1780,,,618,991,,False
rerum,dalembert,1720-1730,1770-1780,,,618,991,,False
haec,camembert,1730-1740,1770-1780,,,1306,2037,,False
haec,dalembert,1730-1740,1770-1780,,,1306,2037,,False
pots,camembert,1720-1730,1789-1802,,,280,637,,False
pots,dalembert,1720-1730,1789-1802,,,280,637,,False
attentats,camembert,1700-1710,1789-1802,0.014765,0.985235,77,975,,True
attentats,dalembert,1700-1710,1789-1802,,,77,975,,False
invisible,camembert,1720-1730,1789-1802,0.009668,0.990332,69,479,,True
invisible,dalembert,1720-1730,1789-1802,,,69,479,,False
interrompu,camembert,1700-1710,1720-1730,0.012496,0.987504,87,109,,True
interrompu,dalembert,1700-1710,1720-1730,,,87,109,,False
harangues,camembert,1700-1710,1789-1802,,,91,264,,False
harangues,dalembert,1700-1710,1789-1802,,,91,264,,False
conférences,camembert,1710-1720,1770-1780,0.007301,0.992699,189,303,,True
conférences,dalembert,1710-1720,1770-1780,,,189,303,,False
solidairement,camembert,1700-1710,1789-1802,,,81,100,,False
solidairement,dalembert,1700-1710,1789-1802,,,81,100,,False
blessures,camembert,1700-1710,1789-1802,0.03158,0.96842,70,660,,True
blessures,dalembert,1700-1710,1789-1802,,,70,660,,False
pattes,camembert,1710-1720,1780-1789,0.02229,0.97771,77,398,,True
pattes,dalembert,1710-1720,1780-1789,,,77,398,,False
frivoles,camembert,1710-1720,1760-1770,0.020934,0.979066,105,618,,True
frivoles,dalembert,1710-1720,1760-1770,,,105,618,,False
soupire,camembert,1700-1710,1789-1802,0.016881,0.983119,62,340,,True
soupire,dalembert,1700-1710,1789-1802,,,62,340,,False
d'exécuter,camembert,1700-1710,1720-1730,,,72,102,,False
d'exécuter,dalembert,1700-1710,1720-1730,,,72,102,,False
gloria,camembert,1730-1740,1740-1750,,,314,179,,False
gloria,dalembert,1730-1740,1740-1750,,,314,179,,False
ordures,camembert,1700-1710,1789-1802,,,57,113,,False
ordures,dalembert,1700-1710,1789-1802,,,57,113,,False
plaques,camembert,1700-1710,1760-1770,0.033701,0.966299,57,389,,True
plaques,dalembert,1700-1710,1760-1770,,,57,389,,False
facere,camembert,1740-1750,1770-1780,,,522,547,,False
facere,dalembert,1740-1750,1770-1780,,,522,547,,False
m'empêcher,camembert,1700-1710,1789-1802,,,119,568,,False
m'empêcher,dalembert,1700-1710,1789-1802,,,119,568,,False
sublimes,camembert,1700-1710,1789-1802,0.023356,0.976644,70,823,,True
sublimes,dalembert,1700-1710,1789-1802,,,70,823,,False
deum,camembert,1710-1720,1750-1760,0.027476,0.972524,205,195,,True
deum,dalembert,1710-1720,1750-1760,,,205,195,,False
ancres,camembert,1730-1740,1750-1760,,,59,73,,False
ancres,dalembert,1730-1740,1750-1760,,,59,73,,False
diligences,camembert,1750-1760,1789-1802,,,132,150,,False
diligences,dalembert,1750-1760,1789-1802,,,132,150,,False
baillifs,camembert,1760-1770,1789-1802,,,211,68,,False
baillifs,dalembert,1760-1770,1789-1802,,,211,68,,False
poutres,camembert,1710-1720,1760-1770,0.031391,0.968609,61,322,,True
poutres,dalembert,1710-1720,1760-1770,,,61,322,,False
car,camembert,1710-1720,1720-1730,0.009491,0.990509,15790,19957,,True
car,dalembert,1710-1720,1720-1730,,,15790,19957,,False
vivoient,camembert,1700-1710,1789-1802,0.028972,0.971028,140,432,,True
vivoient,dalembert,1700-1710,1789-1802,,,140,432,,False
graver,camembert,1700-1710,1740-1750,,,145,156,,False
graver,dalembert,1700-1710,1740-1750,,,145,156,,False
l'erreur,camembert,1710-1720,1770-1780,,,357,1954,,False
l'erreur,dalembert,1710-1720,1770-1780,,,357,1954,,False
coquilles,camembert,1720-1730,1770-1780,0.020245,0.979755,87,533,,True
coquilles,dalembert,1720-1730,1770-1780,,,87,533,,False
d'employer,camembert,1700-1710,1780-1789,,,165,1850,,False
d'employer,dalembert,1700-1710,1780-1789,,,165,1850,,False
bene,camembert,1720-1730,1730-1740,,,286,512,,False
bene,dalembert,1720-1730,1730-1740,,,286,512,,False
appelloient,camembert,1720-1730,1789-1802,,,222,163,,False
appelloient,dalembert,1720-1730,1789-1802,,,222,163,,False
abonde,camembert,1710-1720,1770-1780,,,79,398,,False
abonde,dalembert,1710-1720,1770-1780,,,79,398,,False
décisions,camembert,1720-1730,1780-1789,0.023434,0.976566,70,680,,True
décisions,dalembert,1720-1730,1780-1789,,,70,680,,False
remboursement,camembert,1710-1720,1789-1802,,,268,2162,,False
remboursement,dalembert,1710-1720,1789-1802,,,268,2162,,False
sels,camembert,1710-1720,1789-1802,0.025838,0.974162,158,579,,True
sels,dalembert,1710-1720,1789-1802,,,158,579,,False
venin,camembert,1720-1730,1770-1780,0.021453,0.978547,138,669,,True
venin,dalembert,1720-1730,1770-1780,,,138,669,,False
traitée,camembert,1700-1710,1789-1802,0.022764,0.977236,91,473,,True
traitée,dalembert,1700-1710,1789-1802,,,91,473,,False
natif,camembert,1750-1760,1789-1802,0.019555,0.980445,1049,407,,True
natif,dalembert,1750-1760,1789-1802,,,1049,407,,False
l'espérance,camembert,1710-1720,1770-1780,,,352,1782,,False
l'espérance,dalembert,1710-1720,1770-1780,,,352,1782,,False
protestations,camembert,1710-1720,1789-1802,0.03266,0.96734,139,530,,True
protestations,dalembert,1710-1720,1789-1802,,,139,530,,False
triomphes,camembert,1710-1720,1789-1802,0.024238,0.975762,66,654,,True
triomphes,dalembert,1710-1720,1789-1802,,,66,654,,False
procéder,camembert,1710-1720,1789-1802,0.021234,0.978766,111,1167,,True
procéder,dalembert,1710-1720,1789-1802,,,111,1167,,False
modique,camembert,1700-1710,1760-1770,0.034868,0.965132,57,676,,True
modique,dalembert,1700-1710,1760-1770,,,57,676,,False
supra,camembert,1730-1740,1740-1750,0.018132,0.981868,550,264,,True
supra,dalembert,1730-1740,1740-1750,,,550,264,,False
m'arrêter,camembert,1700-1710,1789-1802,,,51,303,,False
m'arrêter,dalembert,1700-1710,1789-1802,,,51,303,,False
troublent,camembert,1710-1720,1730-1740,0.020703,0.979297,89,91,,True
troublent,dalembert,1710-1720,1730-1740,,,89,91,,False
necessaires,camembert,1700-1710,1789-1802,,,541,226,,False
necessaires,dalembert,1700-1710,1789-1802,,,541,226,,False
corpus,camembert,1730-1740,1770-1780,0.011685,0.988315,271,436,,True
corpus,dalembert,1730-1740,1770-1780,,,271,436,,False
muid,camembert,1700-1710,1760-1770,,,390,1183,,False
muid,dalembert,1700-1710,1760-1770,,,390,1183,,False
aujourd'hui,camembert,1720-1730,1789-1802,,,3302,14547,,False
aujourd'hui,dalembert,1720-1730,1789-1802,,,3302,14547,,False
suivies,camembert,1700-1710,1710-1720,0.013741,0.986259,74,148,,True
suivies,dalembert,1700-1710,1710-1720,,,74,148,,False
moments,camembert,1710-1720,1740-1750,,,365,190,,False
moments,dalembert,1710-1720,1740-1750,,,365,190,,False
s'ouvre,camembert,1710-1720,1720-1730,,,99,95,,False
s'ouvre,dalembert,1710-1720,1720-1730,,,99,95,,False
rivières,camembert,1710-1720,1730-1740,0.023021,0.976979,128,201,,True
rivières,dalembert,1710-1720,1730-1740,,,128,201,,False
l'article,camembert,1700-1710,1730-1740,,,1446,3944,,False
l'article,dalembert,1700-1710,1730-1740,,,1446,3944,,False
ondes,camembert,1720-1730,1760-1770,,,104,397,,False
ondes,dalembert,1720-1730,1760-1770,,,104,397,,False
éré,camembert,1700-1710,1740-1750,0.029563,0.970437,94,277,,True
éré,dalembert,1700-1710,1740-1750,,,94,277,,False
vobis,camembert,1730-1740,1789-1802,,,1504,145,,False
vobis,dalembert,1730-1740,1789-1802,,,1504,145,,False
récompenser,camembert,1720-1730,1730-1740,0.011937,0.988063,91,194,,True
récompenser,dalembert,1720-1730,1730-1740,,,91,194,,False
l'aime,camembert,1720-1730,1730-1740,,,160,460,,False
l'aime,dalembert,1720-1730,1730-1740,,,160,460,,False
excuser,camembert,1700-1710,1720-1730,0.020793,0.979207,65,86,,True
excuser,dalembert,1700-1710,1720-1730,,,65,86,,False
l'orgueil,camembert,1720-1730,1789-1802,,,237,1826,,False
l'orgueil,dalembert,1720-1730,1789-1802,,,237,1826,,False
boit,camembert,1700-1710,1770-1780,0.027839,0.972161,263,724,,True
boit,dalembert,1700-1710,1770-1780,,,263,724,,False
bagatelles,camembert,1710-1720,1730-1740,0.018765,0.981235,170,163,,True
bagatelles,dalembert,1710-1720,1730-1740,,,170,163,,False
élevées,camembert,1700-1710,1789-1802,0.023895,0.976105,131,1044,,True
élevées,dalembert,1700-1710,1789-1802,,,131,1044,,False
those,camembert,1710-1720,1789-1802,,,71,733,,False
those,dalembert,1710-1720,1789-1802,,,71,733,,False
conjecture,camembert,1700-1710,1760-1770,,,124,348,,False
conjecture,dalembert,1700-1710,1760-1770,,,124,348,,False
plats,camembert,1700-1710,1760-1770,,,205,815,,False
plats,dalembert,1700-1710,1760-1770,,,205,815,,False
please,camembert,1770-1780,1789-1802,,,229,58,,False
please,dalembert,1770-1780,1789-1802,,,229,58,,False
retarder,camembert,1700-1710,1750-1760,0.021276,0.978724,94,247,,True
retarder,dalembert,1700-1710,1750-1760,,,94,247,,False
cloux,camembert,1730-1740,1780-1789,,,124,114,,False
cloux,dalembert,1730-1740,1780-1789,,,124,114,,False
attaquent,camembert,1700-1710,1789-1802,0.029688,0.970312,80,299,,True
attaquent,dalembert,1700-1710,1789-1802,,,80,299,,False
l'emporte,camembert,1700-1710,1710-1720,,,103,176,,False
l'emporte,dalembert,1700-1710,1710-1720,,,103,176,,False
attentifs,camembert,1700-1710,1770-1780,0.023179,0.976821,75,497,,True
attentifs,dalembert,1700-1710,1770-1780,,,75,497,,False
l'avoit,camembert,1720-1730,1780-1789,,,1578,6508,,False
l'avoit,dalembert,1720-1730,1780-1789,,,1578,6508,,False
maritimes,camembert,1720-1730,1750-1760,0.018662,0.981338,123,506,,True
maritimes,dalembert,1720-1730,1750-1760,,,123,506,,False
revêtus,camembert,1720-1730,1789-1802,0.026605,0.973395,164,574,,True
revêtus,dalembert,1720-1730,1789-1802,,,164,574,,False
confus,camembert,1720-1730,1770-1780,,,226,669,,False
confus,dalembert,1720-1730,1770-1780,,,226,669,,False
factum,camembert,1760-1770,1789-1802,,,53,56,,False
factum,dalembert,1760-1770,1789-1802,,,53,56,,False
étc,camembert,1700-1710,1740-1750,,,112,114,,False
étc,dalembert,1700-1710,1740-1750,,,112,114,,False
taken,camembert,1710-1720,1789-1802,,,93,223,,False
taken,dalembert,1710-1720,1789-1802,,,93,223,,False
plutarque,camembert,1730-1740,1789-1802,,,894,415,,False
plutarque,dalembert,1730-1740,1789-1802,,,894,415,,False
jaunes,camembert,1710-1720,1789-1802,,,239,382,,False
jaunes,dalembert,1710-1720,1789-1802,,,239,382,,False
country,camembert,1700-1710,1789-1802,,,185,270,,False
country,dalembert,1700-1710,1789-1802,,,185,270,,False
formoient,camembert,1700-1710,1789-1802,0.026926,0.973074,55,647,,True
formoient,dalembert,1700-1710,1789-1802,,,55,647,,False
s'écrie,camembert,1700-1710,1710-1720,,,53,95,,False
s'écrie,dalembert,1700-1710,1710-1720,,,53,95,,False
parvenus,camembert,1700-1710,1789-1802,0.027589,0.972411,93,1032,,True
parvenus,dalembert,1700-1710,1789-1802,,,93,1032,,False
gouverné,camembert,1710-1720,1789-1802,0.026329,0.973671,109,696,,True
gouverné,dalembert,1710-1720,1789-1802,,,109,696,,False
engagemens,camembert,1710-1720,1789-1802,0.029464,0.970536,130,1808,,True
engagemens,dalembert,1710-1720,1789-1802,,,130,1808,,False
bannir,camembert,1700-1710,1750-1760,0.024246,0.975754,124,362,,True
bannir,dalembert,1700-1710,1750-1760,,,124,362,,False
souvient,camembert,1720-1730,1789-1802,0.019073,0.980927,125,391,,True
souvient,dalembert,1720-1730,1789-1802,,,125,391,,False
intervenu,camembert,1700-1710,1789-1802,0.022261,0.977739,58,60,,True
intervenu,dalembert,1700-1710,1789-1802,,,58,60,,False
répondez,camembert,1780-1789,1789-1802,0.013488,0.986512,471,379,,True
répondez,dalembert,1780-1789,1789-1802,,,471,379,,False
mandons,camembert,1730-1740,1789-1802,,,220,296,,False
mandons,dalembert,1730-1740,1789-1802,,,220,296,,False
nam,camembert,1730-1740,1770-1780,,,1194,2095,,False
nam,dalembert,1730-1740,1770-1780,,,1194,2095,,False
explications,camembert,1720-1730,1740-1750,0.013486,0.986514,104,390,,True
explications,dalembert,1720-1730,1740-1750,,,104,390,,False
posées,camembert,1730-1740,1789-1802,0.023067,0.976933,135,286,,True
posées,dalembert,1730-1740,1789-1802,,,135,286,,False
tombées,camembert,1720-1730,1730-1740,0.023417,0.976583,57,111,,True
tombées,dalembert,1720-1730,1730-1740,,,57,111,,False
signée,camembert,1700-1710,1720-1730,,,146,83,,False
signée,dalembert,1700-1710,1720-1730,,,146,83,,False
drapeaux,camembert,1700-1710,1770-1780,0.023617,0.976383,50,522,,True
drapeaux,dalembert,1700-1710,1770-1780,,,50,522,,False
l'emporter,camembert,1700-1710,1760-1770,,,71,303,,False
l'emporter,dalembert,1700-1710,1760-1770,,,71,303,,False
claires,camembert,1720-1730,1789-1802,,,170,502,,False
claires,dalembert,1720-1730,1789-1802,,,170,502,,False
ipse,camembert,1730-1740,1740-1750,,,1032,346,,False
ipse,dalembert,1730-1740,1740-1750,,,1032,346,,False
planté,camembert,1700-1710,1740-1750,,,169,187,,False
planté,dalembert,1700-1710,1740-1750,,,169,187,,False
envoye,camembert,1730-1740,1789-1802,,,435,326,,False
envoye,dalembert,1730-1740,1789-1802,,,435,326,,False
sénéchaux,camembert,1730-1740,1789-1802,,,121,75,,False
sénéchaux,dalembert,1730-1740,1789-1802,,,121,75,,False
provin,camembert,1700-1710,1780-1789,0.017027,0.982973,93,534,,True
provin,dalembert,1700-1710,1780-1789,,,93,534,,False
extravagances,camembert,1710-1720,1720-1730,0.034777,0.965223,59,63,,True
extravagances,dalembert,1710-1720,1720-1730,,,59,63,,False
réparations,camembert,1700-1710,1710-1720,0.01778,0.98222,95,174,,True
réparations,dalembert,1700-1710,1710-1720,,,95,174,,False
first,camembert,1740-1750,1789-1802,,,159,501,,False
first,dalembert,1740-1750,1789-1802,,,159,501,,False
contraventions,camembert,1710-1720,1789-1802,,,393,171,,False
contraventions,dalembert,1710-1720,1789-1802,,,393,171,,False
coupées,camembert,1700-1710,1730-1740,,,95,111,,False
coupées,dalembert,1700-1710,1730-1740,,,95,111,,False
rebus,camembert,1720-1730,1770-1780,,,531,612,,False
rebus,dalembert,1720-1730,1770-1780,,,531,612,,False
prêtes,camembert,1700-1710,1750-1760,0.04275,0.95725,83,188,,True
prêtes,dalembert,1700-1710,1750-1760,,,83,188,,False
religions,camembert,1710-1720,1789-1802,0.026128,0.973872,71,714,,True
religions,dalembert,1710-1720,1789-1802,,,71,714,,False
augmentoit,camembert,1710-1720,1720-1730,0.030625,0.969375,57,68,,True
augmentoit,dalembert,1710-1720,1720-1730,,,57,68,,False
incompatibles,camembert,1700-1710,1789-1802,0.030227,0.969773,63,242,,True
incompatibles,dalembert,1700-1710,1789-1802,,,63,242,,False
meis,camembert,1780-1789,1789-1802,,,95,129,,False
meis,dalembert,1780-1789,1789-1802,,,95,129,,False
tuyau,camembert,1720-1730,1780-1789,0.012599,0.987401,88,1027,,True
tuyau,dalembert,1720-1730,1780-1789,,,88,1027,,False
garnies,camembert,1700-1710,1710-1720,0.029391,0.970609,81,180,,True
garnies,dalembert,1700-1710,1710-1720,,,81,180,,False
ceci,camembert,1700-1710,1710-1720,,,971,804,,False
ceci,dalembert,1700-1710,1710-1720,,,971,804,,False
renfermées,camembert,1700-1710,1710-1720,0.017248,0.982752,56,50,,True
renfermées,dalembert,1700-1710,1710-1720,,,56,50,,False
jurisdiction,camembert,1710-1720,1740-1750,,,1066,693,,False
jurisdiction,dalembert,1710-1720,1740-1750,,,1066,693,,False
magasins,camembert,1710-1720,1760-1770,0.013085,0.986915,149,1320,,True
magasins,dalembert,1710-1720,1760-1770,,,149,1320,,False
clauses,camembert,1710-1720,1789-1802,,,140,341,,False
clauses,dalembert,1710-1720,1789-1802,,,140,341,,False
superficie,camembert,1700-1710,1789-1802,,,139,603,,False
superficie,dalembert,1700-1710,1789-1802,,,139,603,,False
d'éviter,camembert,1700-1710,1750-1760,,,184,471,,False
d'éviter,dalembert,1700-1710,1750-1760,,,184,471,,False
conclusions,camembert,1710-1720,1789-1802,,,656,229,,False
conclusions,dalembert,1710-1720,1789-1802,,,656,229,,False
l'audace,camembert,1710-1720,1789-1802,,,175,929,,False
l'audace,dalembert,1710-1720,1789-1802,,,175,929,,False
tiroient,camembert,1700-1710,1789-1802,0.020963,0.979037,99,398,,True
tiroient,dalembert,1700-1710,1789-1802,,,99,398,,False
plancher,camembert,1710-1720,1760-1770,0.021839,0.978161,99,586,,True
plancher,dalembert,1710-1720,1760-1770,,,99,586,,False
avantures,camembert,1720-1730,1789-1802,,,150,130,,False
avantures,dalembert,1720-1730,1789-1802,,,150,130,,False
lex,camembert,1730-1740,1789-1802,0.029525,0.970475,207,193,,True
lex,dalembert,1730-1740,1789-1802,,,207,193,,False
occidentale,camembert,1700-1710,1740-1750,0.041676,0.958324,72,588,,True
occidentale,dalembert,1700-1710,1740-1750,,,72,588,,False
sibi,camembert,1730-1740,1770-1780,0.03158,0.96842,1331,564,,True
sibi,dalembert,1730-1740,1770-1780,,,1331,564,,False
emportée,camembert,1700-1710,1789-1802,0.02009,0.97991,60,197,,True
emportée,dalembert,1700-1710,1789-1802,,,60,197,,False
enrichi,camembert,1700-1710,1710-1720,0.009237,0.990763,95,118,,True
enrichi,dalembert,1700-1710,1710-1720,,,95,118,,False
publia,camembert,1700-1710,1789-1802,0.020662,0.979338,91,539,,True
publia,dalembert,1700-1710,1789-1802,,,91,539,,False
coffres,camembert,1720-1730,1789-1802,0.040024,0.959976,172,445,,True
coffres,dalembert,1720-1730,1789-1802,,,172,445,,False
infortunée,camembert,1700-1710,1789-1802,0.08583,0.91417,62,856,,True
infortunée,dalembert,1700-1710,1789-1802,,,62,856,,False
terminée,camembert,1700-1710,1770-1780,0.035199,0.964801,68,851,,True
terminée,dalembert,1700-1710,1770-1780,,,68,851,,False
dissipe,camembert,1700-1710,1720-1730,0.029633,0.970367,87,94,,True
dissipe,dalembert,1700-1710,1720-1730,,,87,94,,False
d'ail,camembert,1700-1710,1789-1802,,,101,437,,False
d'ail,dalembert,1700-1710,1789-1802,,,101,437,,False
l'affaire,camembert,1710-1720,1789-1802,,,973,1795,,False
l'affaire,dalembert,1710-1720,1789-1802,,,973,1795,,False
représentent,camembert,1710-1720,1789-1802,0.018456,0.981544,120,737,,True
représentent,dalembert,1710-1720,1789-1802,,,120,737,,False
parfaits,camembert,1720-1730,1780-1789,,,167,531,,False
parfaits,dalembert,1720-1730,1780-1789,,,167,531,,False
l'envie,camembert,1700-1710,1770-1780,,,358,1880,,False
l'envie,dalembert,1700-1710,1770-1780,,,358,1880,,False
inventer,camembert,1700-1710,1750-1760,0.019219,0.980781,73,184,,True
inventer,dalembert,1700-1710,1750-1760,,,73,184,,False
instance,camembert,1730-1740,1789-1802,,,256,386,,False
instance,dalembert,1730-1740,1789-1802,,,256,386,,False
régles,camembert,1720-1730,1780-1789,,,363,253,,False
régles,dalembert,1720-1730,1780-1789,,,363,253,,False
nobis,camembert,1700-1710,1730-1740,,,662,2230,,False
nobis,dalembert,1700-1710,1730-1740,,,662,2230,,False
outils,camembert,1700-1710,1770-1780,0.016382,0.983618,75,857,,True
outils,dalembert,1700-1710,1770-1780,,,75,857,,False
retraites,camembert,1720-1730,1789-1802,0.011268,0.988732,147,410,,True
retraites,dalembert,1720-1730,1789-1802,,,147,410,,False
jalouse,camembert,1700-1710,1710-1720,0.010584,0.989416,69,87,,True
jalouse,dalembert,1700-1710,1710-1720,,,69,87,,False
vez,camembert,1720-1730,1770-1780,0.022139,0.977861,182,427,,True
vez,dalembert,1720-1730,1770-1780,,,182,427,,False
conclue,camembert,1710-1720,1789-1802,,,69,240,,False
conclue,dalembert,1710-1720,1789-1802,,,69,240,,False
ruses,camembert,1710-1720,1740-1750,0.018648,0.981352,145,204,,True
ruses,dalembert,1710-1720,1740-1750,,,145,204,,False
sollicitations,camembert,1700-1710,1770-1780,0.020396,0.979604,51,296,,True
sollicitations,dalembert,1700-1710,1770-1780,,,51,296,,False
froides,camembert,1700-1710,1740-1750,0.025436,0.974564,112,198,,True
froides,dalembert,1700-1710,1740-1750,,,112,198,,False
dixi,camembert,1730-1740,1780-1789,,,160,86,,False
dixi,dalembert,1730-1740,1780-1789,,,160,86,,False
quoiqu'ils,camembert,1700-1710,1789-1802,,,144,782,,False
quoiqu'ils,dalembert,1700-1710,1789-1802,,,144,782,,False
s'emparer,camembert,1710-1720,1789-1802,,,116,1198,,False
s'emparer,dalembert,1710-1720,1789-1802,,,116,1198,,False
commencemens,camembert,1700-1710,1770-1780,0.024804,0.975196,119,477,,True
commencemens,dalembert,1700-1710,1770-1780,,,119,477,,False
cantiques,camembert,1710-1720,1720-1730,,,55,73,,False
cantiques,dalembert,1710-1720,1720-1730,,,55,73,,False
fromage,camembert,1760-1770,1780-1789,,,392,575,,False
fromage,dalembert,1760-1770,1780-1789,,,392,575,,False
l'huile,camembert,1750-1760,1770-1780,,,844,3202,,False
l'huile,dalembert,1750-1760,1770-1780,,,844,3202,,False
quarrée,camembert,1710-1720,1789-1802,,,138,218,,False
quarrée,dalembert,1710-1720,1789-1802,,,138,218,,False
condamnée,camembert,1710-1720,1789-1802,0.034858,0.965142,157,475,,True
condamnée,dalembert,1710-1720,1789-1802,,,157,475,,False
tambours,camembert,1760-1770,1770-1780,0.014295,0.985705,173,218,,True
tambours,dalembert,1760-1770,1770-1780,,,173,218,,False
nova,camembert,1720-1730,1789-1802,0.031725,0.968275,250,154,,True
nova,dalembert,1720-1730,1789-1802,,,250,154,,False
abondantes,camembert,1700-1710,1730-1740,0.041903,0.958097,60,164,,True
abondantes,dalembert,1700-1710,1730-1740,,,60,164,,False
déchiré,camembert,1700-1710,1710-1720,0.013792,0.986208,67,61,,True
