rank,word,drift_global,drift_moyen
7405,portier,0.5135,0.4886
7406,récompense,0.5134,0.4525
7407,n'ignore,0.5134,0.4939
7408,nourris,0.5134,0.4165
7409,vaste,0.5134,0.5287
7410,accordez,0.5134,0.3767
7411,douté,0.5134,0.5512
7412,grandeurs,0.5133,0.4494
7413,exactitude,0.5133,0.4854
7414,cil,0.5133,0.4621
7415,répandre,0.5133,0.4298
7416,adjudication,0.5133,0.4724
7417,ignoré,0.5132,0.5060
7418,zt,0.5132,0.4695
7419,chanvre,0.5132,0.4807
7420,bailliages,0.5132,0.4153
7421,off,0.5132,0.5342
7422,assembler,0.5131,0.4686
7423,vingr,0.5131,0.4541
7424,butin,0.5131,0.5530
7425,fed,0.5131,0.4557
7426,recommandation,0.5130,0.4798
7427,galanterie,0.5130,0.4808
7428,arrêta,0.5130,0.5284
7429,l'approbation,0.5129,0.4833
7430,aveuglement,0.5128,0.5595
7431,divinité,0.5128,0.5818
7432,pot,0.5127,0.4390
7433,partages,0.5127,0.5826
7434,ev,0.5127,0.4965
7435,fréquentes,0.5127,0.6193
7436,fair,0.5127,0.3665
7437,épines,0.5127,0.4878
7438,suc,0.5127,0.4929
7439,accomplir,0.5127,0.4790
7440,plaisanteries,0.5127,0.4894
7441,petits,0.5127,0.5374
7442,ministre,0.5126,0.4607
7443,remplit,0.5126,0.4198
7444,considerable,0.5126,0.5156
7445,anglais,0.5125,0.6534
7446,préparée,0.5125,0.4682
7447,variation,0.5125,0.4773
7448,espoir,0.5125,0.4872
7449,refuter,0.5125,0.4632
7450,royaumes,0.5124,0.5368
7451,sentiment,0.5124,0.4942
7452,colonie,0.5123,0.4619
7453,tum,0.5123,0.4910
7454,porteur,0.5123,0.4216
7455,jouent,0.5123,0.5569
7456,s'approche,0.5123,0.4358
7457,rg,0.5123,0.4619
7458,découvertes,0.5123,0.3964
7459,dur,0.5122,0.4478
7460,opposer,0.5122,0.4781
7461,antoine,0.5122,0.5551
7462,violent,0.5121,0.4962
7463,approuver,0.5121,0.4685
7464,ti,0.5121,0.4809
7465,administration,0.5121,0.3366
7466,mariées,0.5120,0.5537
7467,milieu,0.5120,0.4706
7468,véritable,0.5120,0.5133
7469,spirituelles,0.5119,0.4891
7470,tigres,0.5119,0.3966
7471,legem,0.5119,0.3348
7472,assises,0.5119,0.5031
7473,barbe,0.5119,0.5097
7474,détours,0.5119,0.4445
7475,coûté,0.5118,0.5242
7476,coude,0.5118,0.3960
7477,prouvent,0.5118,0.3528
7478,c'eil,0.5118,0.3950
7479,comprise,0.5118,0.5007
7480,robes,0.5117,0.3642
7481,renfort,0.5117,0.6164
7482,tirant,0.5117,0.5536
7483,renu,0.5117,0.5235
7484,addition,0.5116,0.5632
7485,hil,0.5116,0.5263
7486,commander,0.5116,0.5910
7487,occupations,0.5116,0.5268
7488,faites,0.5116,0.4632
7489,voisins,0.5115,0.5407
7490,application,0.5115,0.3508
7491,dum,0.5115,0.4281
7492,trouvez,0.5114,0.4775
7493,inquiétudes,0.5114,0.3420
7494,mouvement,0.5114,0.3717
7495,compagnie,0.5113,0.5102
7496,placez,0.5113,0.5617
7497,qu'entre,0.5113,0.5692
7498,résolutions,0.5111,0.5083
7499,divertir,0.5111,0.4177
7500,moisson,0.5111,0.5091
7501,honteux,0.5111,0.5177
7502,lo,0.5110,0.4850
7503,fondées,0.5110,0.4607
7504,condamner,0.5110,0.4801
7505,supérieure,0.5110,0.4370
7506,troncs,0.5110,0.3874
7507,ressentir,0.5110,0.4169
7508,servius,0.5110,0.5797
7509,raison,0.5110,0.3847
7510,iz,0.5110,0.4818
7511,s'y,0.5110,0.4501
7512,présenter,0.5110,0.4509
7513,fier,0.5109,0.4668
7514,ccux,0.5109,0.4952
7515,ta,0.5109,0.4474
7516,chateau,0.5109,0.4001
7517,salé,0.5108,0.5071
7518,sainteté,0.5107,0.4475
7519,lits,0.5107,0.4096
7520,représenter,0.5107,0.5426
7521,poussiere,0.5107,0.4867
7522,l'amerique,0.5107,0.4620
7523,trompé,0.5107,0.4748
7524,matières,0.5107,0.4030
7525,respect,0.5106,0.4092
7526,conçoit,0.5106,0.4582
7527,daniel,0.5106,0.4486
7528,antiques,0.5106,0.5485
7529,couvent,0.5106,0.4829
7530,procura,0.5105,0.4598
7531,pénétrer,0.5105,0.5527
7532,gouverner,0.5104,0.5564
7533,fortuna,0.5104,0.3167
7534,criminelles,0.5104,0.5405
7535,agi,0.5103,0.3532
7536,rare,0.5103,0.5435
7537,rz,0.5103,0.4866
7538,causa,0.5103,0.5194
7539,amoureuse,0.5103,0.5003
7540,rivale,0.5102,0.4014
7541,ignorance,0.5102,0.4042
7542,animus,0.5102,0.3566
7543,choqué,0.5101,0.5219
7544,voute,0.5101,0.4719
7545,arriver,0.5101,0.4513
7546,prédicateurs,0.5101,0.4643
7547,plaisir,0.5101,0.5294
7548,certain,0.5100,0.4808
7549,consulter,0.5100,0.4009
7550,inspiré,0.5099,0.5876
7551,invincible,0.5099,0.4693
7552,qu'à,0.5099,0.5553
7553,attentifs,0.5099,0.4162
7554,simon,0.5098,0.4574
7555,prêcher,0.5098,0.5886
7556,metz,0.5098,0.4986
7557,travaille,0.5098,0.5010
7558,humeur,0.5098,0.4402
7559,rcs,0.5098,0.4393
7560,registre,0.5098,0.5002
7561,l'université,0.5097,0.4708
7562,basse,0.5097,0.5786
7563,vues,0.5096,0.4933
7564,t'en,0.5096,0.3908
7565,attachées,0.5096,0.5114
7566,enregistrer,0.5096,0.4035
7567,faite,0.5095,0.4749
7568,tribus,0.5095,0.4063
7569,entendement,0.5094,0.5910
7570,s'appelle,0.5094,0.4992
7571,nomine,0.5094,0.5422
7572,demandant,0.5093,0.5063
7573,amitié,0.5093,0.4585
7574,sièges,0.5093,0.5118
7575,saisi,0.5092,0.4144
7576,penser,0.5091,0.5352
7577,romaine,0.5091,0.5740
7578,s'empêcher,0.5091,0.3805
7579,remarques,0.5091,0.3474
7580,deum,0.5090,0.4559
7581,expirer,0.5090,0.4336
7582,pierrot,0.5090,0.4594
7583,enfermer,0.5090,0.4768
7584,eus,0.5089,0.4528
7585,offices,0.5089,0.5218
7586,volupté,0.5089,0.4430
7587,prononça,0.5089,0.4357
7588,médecins,0.5089,0.5353
7589,ouvertes,0.5088,0.4636
7590,répandent,0.5088,0.4233
7591,vole,0.5088,0.4452
7592,équité,0.5088,0.4518
7593,timide,0.5087,0.4444
7594,cuve,0.5087,0.5192
7595,annuel,0.5087,0.4201
7596,cercle,0.5086,0.4960
7597,vraisemblable,0.5086,0.4134
7598,sollicitations,0.5086,0.3786
7599,gagna,0.5086,0.4863
7600,septentrionale,0.5085,0.5084
7601,l'ennemi,0.5085,0.4622
7602,ecl,0.5085,0.6051
7603,ejf,0.5085,0.4405
7604,ng,0.5085,0.5303
7605,formées,0.5085,0.4906
7606,offenser,0.5084,0.4459
7607,protestation,0.5084,0.4878
7608,semblait,0.5084,0.4998
7609,créateur,0.5084,0.5383
7610,mérite,0.5084,0.3888
7611,sacrifice,0.5083,0.3497
7612,perfide,0.5083,0.4005
7613,habileté,0.5082,0.3712
7614,mefures,0.5082,0.3779
7615,refaits,0.5082,0.4456
7616,fourbe,0.5081,0.4468
7617,cultivée,0.5081,0.5564
7618,représentations,0.5081,0.3860
7619,triompher,0.5081,0.3994
7620,revivre,0.5080,0.4754
7621,gré,0.5080,0.4485
7622,pureté,0.5079,0.4291
7623,pratiquent,0.5079,0.4776
7624,creuser,0.5079,0.5262
7625,dehors,0.5079,0.5306
7626,cercles,0.5078,0.5326
7627,appliqué,0.5077,0.5104
7628,conformement,0.5077,0.4897
7629,retirez,0.5076,0.4930
7630,bâties,0.5076,0.4505
7631,what,0.5076,0.3310
7632,pass,0.5075,0.5622
7633,traduire,0.5075,0.4186
7634,clef,0.5074,0.5216
7635,albert,0.5074,0.5039
7636,magna,0.5074,0.3915
7637,gazon,0.5073,0.3928
7638,royaume,0.5073,0.5080
7639,moins,0.5073,0.3970
7640,suppose,0.5073,0.5066
7641,parchemin,0.5073,0.4682
7642,restitution,0.5072,0.4956
7643,tourment,0.5072,0.4507
7644,indignes,0.5072,0.4188
7645,composer,0.5072,0.5283
7646,extrémités,0.5072,0.5294
7647,doi,0.5072,0.5113
7648,former,0.5072,0.4986
7649,maudit,0.5071,0.4657
7650,suivit,0.5071,0.5119
7651,écu,0.5071,0.3213
7652,priere,0.5071,0.4356
7653,appartiendra,0.5070,0.3927
7654,sapin,0.5070,0.4580
7655,songes,0.5070,0.4244
7656,vif,0.5070,0.4705
7657,parlera,0.5070,0.3757
7658,bizarre,0.5070,0.5350
7659,frivoles,0.5069,0.4194
7660,enflammé,0.5069,0.4503
7661,gouvernent,0.5068,0.3955
7662,flatte,0.5068,0.3663
7663,prima,0.5068,0.4256
7664,univers,0.5067,0.4951
7665,malo,0.5066,0.4830
7666,ccs,0.5066,0.4911
7667,délai,0.5066,0.5004
7668,supporter,0.5066,0.4721
7669,morceaux,0.5066,0.5322
7670,peur,0.5065,0.4735
7671,surprenant,0.5065,0.5202
7672,sacrifié,0.5065,0.4939
7673,ordinairement,0.5064,0.4405
7674,ieurs,0.5064,0.4235
7675,blé,0.5064,0.5272
7676,deo,0.5063,0.4207
7677,emporter,0.5063,0.5639
7678,présent,0.5063,0.5002
7679,expressément,0.5060,0.4445
7680,perdirent,0.5059,0.4888
7681,s'accommoder,0.5059,0.4792
7682,força,0.5059,0.3321
7683,prophete,0.5059,0.5655
7684,raiyon,0.5059,0.5095
7685,couronné,0.5058,0.4348
7686,ore,0.5058,0.4815
7687,changemens,0.5058,0.5306
7688,surprend,0.5058,0.4799
7689,nova,0.5058,0.4253
7690,laide,0.5058,0.5381
7691,leon,0.5058,0.4724
7692,changes,0.5058,0.6018
7693,boutique,0.5058,0.5117
7694,bello,0.5057,0.4327
7695,s'imaginer,0.5057,0.4720
7696,susceptibles,0.5057,0.5632
7697,déroute,0.5057,0.5048
7698,reproche,0.5057,0.3608
7699,loco,0.5057,0.4330
7700,orange,0.5056,0.5328
7701,raisonnables,0.5056,0.4352
7702,royales,0.5055,0.4229
7703,sel,0.5055,0.5246
7704,reviendra,0.5055,0.5489
7705,renferment,0.5054,0.4523
7706,trompée,0.5054,0.3838
7707,abolir,0.5054,0.4496
7708,chinois,0.5054,0.5132
7709,parure,0.5054,0.5147
7710,devant,0.5053,0.4868
7711,seins,0.5053,0.5820
7712,serre,0.5053,0.4629
7713,monnoye,0.5053,0.6546
7714,cci,0.5053,0.4999
7715,d'engager,0.5053,0.4489
7716,ey,0.5053,0.5137
7717,gros,0.5053,0.3955
7718,peu,0.5053,0.5018
7719,juste,0.5053,0.4274
7720,n'au,0.5053,0.5275
7721,s'élève,0.5052,0.5325
7722,envers,0.5052,0.4480
7723,précédentes,0.5051,0.4824
7724,résulte,0.5051,0.3966
7725,renvoyé,0.5051,0.4449
7726,poules,0.5051,0.4682
7727,brille,0.5051,0.4171
7728,étrangeres,0.5051,0.4280
7729,impressions,0.5050,0.5039
7730,tandis,0.5050,0.5371
7731,brillant,0.5050,0.4372
7732,cessé,0.5049,0.4306
7733,d'cn,0.5049,0.4896
7734,triomphant,0.5049,0.4644
7735,irr,0.5049,0.4834
7736,écoit,0.5048,0.4363
7737,discours,0.5048,0.5578
7738,défit,0.5048,0.3745
7739,l'envie,0.5048,0.4521
7740,prévenu,0.5047,0.4081
7741,embrassé,0.5047,0.4633
7742,traita,0.5047,0.4821
7743,louer,0.5047,0.4423
7744,sanglant,0.5046,0.5255
7745,contenance,0.5046,0.4221
7746,chantent,0.5045,0.5373
7747,excuser,0.5045,0.4416
7748,matieres,0.5045,0.5513
7749,hall,0.5044,0.5199
7750,égal,0.5044,0.5018
7751,vus,0.5043,0.3624
7752,l'emporter,0.5043,0.4011
7753,travailloient,0.5042,0.4322
7754,républiques,0.5042,0.4743
7755,suédois,0.5042,0.5083
7756,l'autorité,0.5041,0.4673
7757,hac,0.5041,0.4077
7758,pipe,0.5040,0.6080
7759,toit,0.5040,0.5919
7760,promettant,0.5040,0.4635
7761,éloigné,0.5040,0.4548
7762,société,0.5040,0.4211
7763,lire,0.5040,0.4611
7764,illi,0.5040,0.3675
7765,meurs,0.5040,0.4056
7766,queje,0.5039,0.5090
7767,sots,0.5039,0.4756
7768,collége,0.5039,0.4210
7769,pêcheurs,0.5039,0.4711
7770,ke,0.5039,0.5385
7771,rendait,0.5039,0.4706
7772,profession,0.5038,0.4717
7773,vérités,0.5038,0.3262
7774,prieuré,0.5038,0.4149
7775,inconveniens,0.5038,0.5003
7776,barres,0.5038,0.4380
7777,ye,0.5037,0.4888
7778,plates,0.5037,0.4562
7779,accompagner,0.5036,0.5229
7780,decrets,0.5036,0.4411
7781,encore,0.5036,0.4494
7782,evangile,0.5036,0.4346
7783,deuxieme,0.5036,0.3964
7784,expose,0.5036,0.4112
7785,pousser,0.5036,0.5036
7786,êtres,0.5036,0.4485
7787,sunt,0.5035,0.4991
7788,d'oiseaux,0.5035,0.4731
7789,confia,0.5034,0.5188
7790,d'amour,0.5034,0.4795
7791,traitée,0.5033,0.3947
7792,lierre,0.5033,0.4271
7793,hercule,0.5032,0.5621
7794,accompagnent,0.5032,0.4981
7795,acheva,0.5032,0.4969
7796,decem,0.5032,0.4301
7797,odieuse,0.5031,0.4532
7798,l'estimation,0.5031,0.6463
7799,actes,0.5030,0.6519
7800,intelligence,0.5029,0.4348
7801,décrit,0.5028,0.4642
7802,patrons,0.5028,0.4906
7803,jonction,0.5028,0.4543
7804,florin,0.5027,0.4696
7805,vicomté,0.5027,0.4947
7806,horribles,0.5027,0.4723
7807,gland,0.5026,0.4426
7808,servante,0.5026,0.4355
7809,arrêt,0.5026,0.3706
7810,camp,0.5026,0.5138
7811,recouvrement,0.5026,0.4965
7812,sels,0.5026,0.4303
7813,retient,0.5025,0.4889
7814,obstacle,0.5025,0.5096
7815,procuré,0.5025,0.4321
7816,parlez,0.5024,0.4288
7817,pendre,0.5024,0.4713
7818,deus,0.5024,0.4593
7819,fâcher,0.5024,0.5414
7820,incommodité,0.5023,0.4577
7821,moit,0.5023,0.5076
7822,l'auteur,0.5022,0.5350
7823,andré,0.5022,0.4436
7824,obtint,0.5021,0.4224
7825,poignée,0.5021,0.4582
7826,fix,0.5020,0.4667
7827,persuada,0.5020,0.4875
7828,mêler,0.5019,0.5083
7829,ladite,0.5019,0.4419
7830,vrai,0.5019,0.5134
7831,valu,0.5019,0.5039
7832,calmer,0.5019,0.4221
7833,tempus,0.5019,0.3892
7834,modo,0.5019,0.4549
7835,majesté,0.5018,0.4619
7836,chemins,0.5017,0.4973
7837,commission,0.5017,0.4244
7838,composées,0.5017,0.3765
7839,félon,0.5017,0.3771
7840,dépendans,0.5017,0.4489
7841,boit,0.5017,0.4793
7842,planche,0.5017,0.5101
7843,ridicules,0.5016,0.3919
7844,délivre,0.5016,0.4558
7845,tommes,0.5016,0.4229
7846,s'adressant,0.5015,0.5624
7847,traités,0.5015,0.4210
7848,couru,0.5015,0.4924
7849,commissaire,0.5015,0.4832
7850,trinité,0.5015,0.5289
7851,donnai,0.5015,0.3848
7852,exemple,0.5014,0.4945
7853,célébrer,0.5014,0.4935
7854,probable,0.5014,0.3592
7855,sûre,0.5013,0.4572
7856,inclusivement,0.5013,0.5479
7857,m'entendre,0.5013,0.4470
7858,admire,0.5012,0.4979
7859,porté,0.5012,0.5317
7860,caire,0.5012,0.4778
7861,l'époux,0.5012,0.4438
7862,dépendent,0.5011,0.5719
7863,envieux,0.5011,0.4695
7864,fâche,0.5011,0.4071
7865,bouillons,0.5011,0.4503
7866,n'é,0.5011,0.4714
7867,coq,0.5011,0.5285
7868,gens,0.5011,0.5157
7869,minus,0.5011,0.3881
7870,riante,0.5010,0.4508
7871,poësie,0.5010,0.4594
7872,ner,0.5010,0.4755
7873,etiam,0.5010,0.4968
7874,occasions,0.5009,0.4681
7875,susdites,0.5009,0.4534
7876,chassé,0.5009,0.5277
7877,ventre,0.5009,0.5178
7878,siens,0.5009,0.4061
7879,guerrier,0.5009,0.5486
7880,termes,0.5009,0.4515
7881,contenta,0.5008,0.4077
7882,abîme,0.5008,0.4912
7883,droits,0.5007,0.4836
7884,événemens,0.5007,0.3914
7885,j'espère,0.5005,0.4458
7886,servir,0.5005,0.3990
7887,choisi,0.5005,0.5048
7888,blessure,0.5005,0.4892
7889,étant,0.5005,0.4331
7890,caprices,0.5004,0.3794
7891,restée,0.5004,0.4394
7892,deniers,0.5004,0.4848
7893,convertir,0.5004,0.5887
7894,jaques,0.5004,0.5464
7895,convenables,0.5004,0.5164
7896,flammes,0.5003,0.4790
7897,rendues,0.5003,0.4278
7898,musiciens,0.5003,0.4804
7899,nommés,0.5003,0.3637
7900,chute,0.5003,0.3821
7901,quem,0.5003,0.4273
7902,ratio,0.5002,0.3474
7903,captivité,0.5001,0.4128
7904,lames,0.5001,0.4575
7905,offrent,0.5001,0.3141
7906,abandonnée,0.5000,0.4101
7907,campagne,0.5000,0.5880
7908,dissipe,0.5000,0.4232
7909,différente,0.5000,0.5028
7910,cefar,0.5000,0.5579
7911,turres,0.4999,0.4286
7912,fortent,0.4999,0.4413
7913,george,0.4998,0.5536
7914,logé,0.4997,0.4723
7915,ni,0.4997,0.4653
7916,chaleurs,0.4997,0.4416
7917,chariot,0.4996,0.4397
7918,semblant,0.4995,0.5696
7919,démonstrations,0.4995,0.4310
7920,d'attention,0.4995,0.4543
7921,deviendra,0.4995,0.3933
7922,attribuée,0.4995,0.4223
7923,d'hôtel,0.4995,0.6010
7924,important,0.4994,0.4660
7925,tailler,0.4994,0.6017
7926,justification,0.4993,0.4151
7927,jacob,0.4993,0.5134
7928,serments,0.4993,0.4846
7929,l'empereur,0.4992,0.5212
7930,arrêtez,0.4992,0.4826
7931,domestiques,0.4992,0.4827
7932,plaire,0.4992,0.3592
7933,ira,0.4992,0.4184
7934,facit,0.4991,0.3137
7935,partagent,0.4991,0.3956
7936,clerc,0.4991,0.5275
7937,apportées,0.4991,0.4683
7938,licu,0.4991,0.4985
7939,décisions,0.4991,0.3530
7940,hoc,0.4990,0.4809
7941,fixée,0.4990,0.4087
7942,roman,0.4990,0.4155
7943,salaires,0.4989,0.5215
7944,écoute,0.4989,0.3883
7945,ires,0.4989,0.4539
7946,répugnance,0.4989,0.4164
7947,visions,0.4988,0.5394
7948,patrie,0.4988,0.3726
7949,femelles,0.4988,0.4700
7950,fabrication,0.4988,0.4091
7951,elf,0.4987,0.4667
7952,combattre,0.4987,0.4647
7953,reçoive,0.4987,0.4735
7954,guérir,0.4987,0.4563
7955,entrepris,0.4986,0.3615
7956,this,0.4986,0.5018
7957,constitutions,0.4986,0.4596
7958,d'etat,0.4985,0.5310
7959,dans,0.4984,0.4378
7960,coulent,0.4984,0.4397
7961,montrant,0.4984,0.5830
7962,maires,0.4984,0.4888
7963,homine,0.4984,0.4620
7964,these,0.4983,0.4105
7965,sergent,0.4983,0.3119
7966,étoi,0.4982,0.4681
7967,foixante,0.4982,0.4492
7968,brune,0.4982,0.3877
7969,meure,0.4982,0.4093
7970,oreilles,0.4982,0.4841
7971,exclure,0.4982,0.4422
7972,conjectures,0.4981,0.4655
7973,maxime,0.4981,0.4665
7974,égale,0.4981,0.5306
7975,pendu,0.4981,0.4452
7976,domini,0.4980,0.4755
7977,sois,0.4980,0.4907
7978,attendu,0.4979,0.5379
7979,parla,0.4979,0.4783
7980,éditions,0.4979,0.3892
7981,continuent,0.4979,0.3763
7982,existence,0.4978,0.4996
7983,souhaite,0.4977,0.4413
7984,formez,0.4977,0.6235
7985,passant,0.4977,0.5541
7986,hazard,0.4977,0.4299
7987,quatrieme,0.4977,0.4796
7988,nommées,0.4976,0.3943
7989,unc,0.4975,0.5528
7990,connu,0.4975,0.4369
7991,entrez,0.4975,0.5066
7992,ecclésiastiques,0.4975,0.4782
7993,croyant,0.4974,0.4579
7994,malheureux,0.4974,0.4314
7995,attache,0.4974,0.3729
7996,suffrage,0.4974,0.3805
7997,pensions,0.4974,0.4326
7998,réponfe,0.4974,0.4102
7999,portera,0.4974,0.4870
8000,où,0.4973,0.3553
8001,éclats,0.4973,0.4798
8002,intitulé,0.4973,0.5576
8003,héros,0.4973,0.4562
8004,géneral,0.4972,0.4397
8005,which,0.4972,0.3820
8006,raconte,0.4972,0.5110
8007,suffiroit,0.4972,0.4219
8008,fers,0.4972,0.4502
8009,ions,0.4971,0.4806
8010,foiblesse,0.4971,0.4181
8011,remettant,0.4971,0.4645
8012,rendis,0.4971,0.4753
8013,approcher,0.4971,0.5398
8014,d'orléans,0.4971,0.5454
8015,tirera,0.4970,0.3998
8016,molle,0.4970,0.4646
8017,d'ennemis,0.4968,0.4316
8018,nations,0.4968,0.5646
8019,imité,0.4967,0.4979
8020,s'emparer,0.4967,0.4071
8021,particules,0.4967,0.4478
8022,is,0.4967,0.4188
8023,partis,0.4967,0.4081
8024,retours,0.4966,0.4296
8025,vitres,0.4966,0.5372
8026,aucuns,0.4966,0.4698
8027,négligence,0.4965,0.5060
8028,coucher,0.4965,0.3612
8029,espere,0.4965,0.5008
8030,péché,0.4964,0.4404
8031,divisée,0.4964,0.3541
8032,accepter,0.4964,0.4955
8033,bella,0.4963,0.4468
8034,représentent,0.4963,0.4942
8035,dimanches,0.4963,0.5582
8036,contribué,0.4963,0.5464
8037,gai,0.4962,0.4872
8038,c'ct,0.4962,0.4856
8039,claires,0.4962,0.4702
8040,vin,0.4961,0.4883
8041,élevez,0.4960,0.5586
8042,ornement,0.4960,0.4977
8043,gout,0.4960,0.4477
8044,garnis,0.4959,0.4440
8045,apportez,0.4959,0.5117
8046,too,0.4958,0.4239
8047,ates,0.4958,0.4367
8048,préparé,0.4958,0.4853
8049,durée,0.4958,0.4016
8050,interprétation,0.4958,0.5472
8051,beaux,0.4957,0.5188
8052,lignifie,0.4957,0.3612
8053,sent,0.4957,0.4533
8054,épuisé,0.4956,0.4254
8055,brave,0.4956,0.4192
8056,dront,0.4955,0.4679
8057,ians,0.4954,0.4617
8058,dattes,0.4954,0.4804
8059,l'alliance,0.4954,0.4540
8060,d'orleans,0.4953,0.5277
8061,licet,0.4953,0.3347
8062,monnoyé,0.4953,0.5448
8063,inventée,0.4953,0.5157
8064,nullus,0.4953,0.3762
8065,d'avoir,0.4953,0.4518
8066,tenez,0.4953,0.4859
8067,cède,0.4952,0.4057
8068,cologne,0.4951,0.4335
8069,redouble,0.4951,0.4174
8070,fondions,0.4949,0.3877
8071,hiver,0.4949,0.5002
8072,instances,0.4949,0.4639
8073,d'un,0.4949,0.5299
8074,conquis,0.4948,0.4010
8075,grossier,0.4948,0.4564
8076,froideur,0.4948,0.4731
8077,déclare,0.4948,0.4683
8078,pressé,0.4948,0.4922
8079,regardons,0.4947,0.5104
8080,consentir,0.4947,0.5053
8081,banquier,0.4946,0.4358
8082,dedit,0.4946,0.3665
8083,plats,0.4946,0.5048
8084,version,0.4945,0.4427
8085,populi,0.4945,0.3530
8086,l'age,0.4944,0.4957
8087,connues,0.4944,0.5463
8088,acquérir,0.4943,0.3779
8089,pain,0.4942,0.4468
8090,doigt,0.4941,0.4702
8091,exerce,0.4941,0.4477
8092,accroire,0.4941,0.4678
8093,jeune,0.4940,0.4691
8094,d'augmenter,0.4940,0.4187
8095,tenir,0.4939,0.4747
8096,droir,0.4939,0.4486
8097,pent,0.4939,0.5019
8098,dedans,0.4939,0.5243
8099,choies,0.4939,0.3863
8100,monarchie,0.4939,0.4888
8101,videri,0.4939,0.3540
8102,écorce,0.4938,0.4227
8103,âges,0.4938,0.5010
8104,sign,0.4938,0.4751
8105,s'appelloit,0.4937,0.4402
8106,merveilleux,0.4937,0.4099
8107,agneau,0.4936,0.5535
8108,old,0.4936,0.3639
8109,sauvage,0.4936,0.4536
8110,bonté,0.4935,0.4179
8111,blesser,0.4935,0.5727
8112,c'cit,0.4935,0.5226
8113,splendeur,0.4934,0.5270
8114,tamen,0.4933,0.4060
8115,prélat,0.4933,0.4837
8116,atteindre,0.4932,0.3823
8117,défait,0.4932,0.5094
8118,pline,0.4932,0.5241
8119,sers,0.4932,0.4017
8120,presser,0.4931,0.3824
8121,gardez,0.4931,0.4931
8122,surprendre,0.4930,0.5121
8123,cerveau,0.4930,0.5133
8124,fieurs,0.4930,0.5023
8125,bonnets,0.4930,0.4036
8126,nem,0.4929,0.3911
8127,considérations,0.4929,0.3505
8128,toutes,0.4929,0.5103
8129,azile,0.4927,0.4190
8130,billets,0.4927,0.4816
8131,sagesse,0.4927,0.4500
8132,voix,0.4926,0.4208
8133,gabelles,0.4925,0.5302
8134,c'était,0.4925,0.4265
8135,paru,0.4925,0.5183
8136,disposition,0.4925,0.4610
8137,votre,0.4925,0.4151
8138,entreprises,0.4924,0.4870
8139,destinée,0.4924,0.4008
8140,commissaires,0.4924,0.4553
8141,million,0.4923,0.5470
8142,entendus,0.4923,0.4793
8143,d'auguste,0.4922,0.4654
8144,pipes,0.4922,0.5046
8145,avancé,0.4922,0.4980
8146,dico,0.4922,0.3151
8147,sucs,0.4922,0.4323
8148,course,0.4922,0.5076
8149,effrayé,0.4922,0.4647
8150,abus,0.4922,0.4162
8151,l'obligea,0.4922,0.4092
8152,harmonie,0.4922,0.3725
8153,francs,0.4921,0.5444
8154,partisans,0.4921,0.4689
8155,garda,0.4921,0.4865
8156,contestations,0.4921,0.5254
8157,parente,0.4921,0.4747
8158,xxxiv,0.4920,0.4331
8159,excessive,0.4919,0.5173
8160,bâtir,0.4919,0.4041
8161,user,0.4919,0.4857
8162,difficilement,0.4918,0.5038
8163,détails,0.4918,0.3523
8164,assurance,0.4918,0.4483
8165,commencemens,0.4918,0.4129
8166,dos,0.4917,0.3974
8167,cautions,0.4917,0.5264
8168,maux,0.4917,0.4419
8169,coton,0.4917,0.5023
8170,disgrace,0.4917,0.4075
8171,dictionnaire,0.4917,0.5035
8172,joug,0.4917,0.3887
8173,seville,0.4916,0.6107
8174,soufre,0.4916,0.4887
8175,partem,0.4916,0.3609
8176,was,0.4915,0.3623
8177,ouest,0.4915,0.5108
8178,comprises,0.4915,0.5190
8179,formé,0.4915,0.5375
8180,l'appelle,0.4915,0.5173
8181,fols,0.4915,0.4704
8182,l'achat,0.4913,0.5708
8183,stile,0.4913,0.5324
8184,obéi,0.4913,0.4191
8185,abandonnez,0.4913,0.6180
8186,d'arbre,0.4912,0.5011
8187,trop,0.4912,0.5141
8188,lex,0.4912,0.4327
8189,conduite,0.4911,0.3700
8190,suivoit,0.4910,0.5377
8191,précepteur,0.4910,0.3596
8192,débauché,0.4910,0.5180
8193,brise,0.4909,0.3914
8194,lié,0.4909,0.4582
8195,chaînes,0.4909,0.4001
8196,prouvée,0.4909,0.4804
8197,emportée,0.4908,0.4146
8198,acclamations,0.4908,0.5329
8199,pousse,0.4908,0.3647
8200,omnia,0.4908,0.4497
8201,guéri,0.4907,0.4923
8202,distance,0.4907,0.5349
8203,different,0.4907,0.4095
8204,favorables,0.4906,0.5501
8205,prépare,0.4906,0.4888
8206,engagement,0.4906,0.4775
8207,cruauté,0.4905,0.4093
8208,illo,0.4905,0.3448
8209,confondu,0.4905,0.5665
8210,peinte,0.4905,0.4466
8211,éviter,0.4904,0.4625
8212,arrache,0.4904,0.5813
8213,éprouve,0.4904,0.3526
8214,monstres,0.4904,0.4084
8215,d'allemagne,0.4904,0.4393
8216,décrets,0.4904,0.4401
8217,couches,0.4904,0.3864
8218,contradiction,0.4903,0.3895
8219,répondent,0.4902,0.4722
8220,comment,0.4902,0.4971
8221,patience,0.4902,0.4150
8222,parlement,0.4902,0.5481
8223,priez,0.4902,0.6635
8224,original,0.4902,0.5003
8225,corpore,0.4902,0.3718
8226,sed,0.4901,0.4560
8227,d'acier,0.4901,0.5679
